image,slice,bjd_tdb,hours_since_first_image,raw_relative_brightness_10_comparisons,raw_relative_brightness_error,working_relative_brightness_7_comparisons,adopted_relative_brightness,condition_model_baseline,review_point,review_reason,condition_model_fit_eligible,used_in_primary_curve,primary_exclusion_reason,airmass,sky_counts_per_pixel,target_width_pixels,target_x_fits,target_y_fits,comparison_counts,meridian_side
TOI_3505.01_50.000s_R-0094_aligned.fits,94,2459782.6684568319,1.6853285059,1.0032704423,0.0017016121,1.0033219071,1.0032217413,1.0000485446,False,,True,True,,1.0972894144,436.5165817828,19.4265763004,1848.1780524167,1743.7579716944,7498280.4029528294,0.0000000000
TOI_3505.01_50.000s_R-0095_aligned.fits,95,2459782.6692095487,1.7033937089,1.0020149687,0.0017809641,1.0024886506,1.0019663287,1.0000485446,False,,True,True,,1.0961586143,451.1579375106,19.1829930862,1849.0959460958,1742.5297834807,7145473.4208169086,0.0000000000
TOI_3505.01_50.000s_R-0096_aligned.fits,96,2459782.6699625305,1.7214652710,1.0030022625,0.0017557318,1.0018440339,1.0029535745,1.0000485446,False,,True,True,,1.0950489232,449.0076917386,18.3437825568,1850.9831184359,1742.5021902403,7267919.8532043668,0.0000000000
TOI_3505.01_50.000s_R-0097_aligned.fits,97,2459782.6707157129,1.7395416498,0.9992381758,0.0017073347,0.9980802645,0.9991896705,1.0000485446,False,,True,True,,1.0939603571,439.2524576699,19.0272915824,1849.4555019256,1742.9822547400,7469002.6301873140,0.0000000000
TOI_3505.01_50.000s_R-0098_aligned.fits,98,2459782.6714689122,1.7576184310,1.0018401254,0.0017090370,1.0001435212,1.0017914938,1.0000485446,False,,True,True,,1.0928930948,438.4720651582,18.8472139086,1851.2293778122,1742.8372084051,7462858.4858218096,0.0000000000
TOI_3505.01_50.000s_R-0099_aligned.fits,99,2459782.6722215102,1.7756807841,0.9997344721,0.0017350510,0.9989777452,0.9996859427,1.0000485446,False,,True,True,,1.0918478926,442.1277798221,19.1254554993,1849.6255274030,1744.8609583582,7331209.1066933302,0.0000000000
TOI_3505.01_50.000s_R-0100_aligned.fits,100,2459782.6729745255,1.7937531509,0.9979050276,0.0017586509,0.9969823866,0.9978565870,1.0000485446,False,,True,True,,1.0908232361,444.1344708928,19.7185064299,1862.1130202948,1744.1924876445,7210545.3870432321,0.0000000000
TOI_3505.01_50.000s_R-0101_aligned.fits,101,2459782.6737270430,1.8118135706,0.9983232156,0.0018160977,0.9970093649,0.9982747548,1.0000485446,False,,True,True,,1.0898202770,456.7975421587,19.1383373687,1849.7429902921,1742.5284995199,6988079.6960024070,0.0000000000
TOI_3505.01_50.000s_R-0102_aligned.fits,102,2459782.6744800471,1.8298856691,0.9996669404,0.0018164463,0.9976009436,0.9996184143,1.0000485446,False,,True,True,,1.0888376138,455.5756935434,18.9906783347,1851.0811269652,1742.6377475573,6982992.7000711234,0.0000000000
TOI_3505.01_50.000s_R-0103_aligned.fits,103,2459782.6752329213,1.8479546495,1.0010909929,0.0018353745,1.0002896497,1.0010423977,1.0000485446,False,,True,True,,1.0878759812,457.4708196802,19.7521022656,1848.6107640520,1742.7148856463,6905670.6846430264,0.0000000000
TOI_3505.01_50.000s_R-0104_aligned.fits,104,2459782.6759856115,1.8660192154,0.9956372338,0.0017563173,0.9953586897,0.9955889033,1.0000485446,False,,True,True,,1.0869353504,442.8444844233,18.4803744347,1850.5558479541,1743.9026505649,7208905.0075781904,0.0000000000
TOI_3505.01_50.000s_R-0105_aligned.fits,105,2459782.6767384834,1.8840881400,0.9969722229,0.0017017802,0.9940351924,0.9969238276,1.0000485446,False,,True,True,,1.0860151821,430.1713904794,19.5039244944,1857.3308725570,1743.7649112999,7439414.1747163115,0.0000000000
TOI_3505.01_50.000s_R-0106_aligned.fits,106,2459782.6774914246,1.9021587297,0.9994591000,0.0016659329,0.9992254830,0.9994105840,1.0000485446,False,,True,True,,1.0851155437,423.9067707339,18.8327235184,1848.2770211369,1743.9082300261,7620205.4941933658,0.0000000000
TOI_3505.01_50.000s_R-0107_aligned.fits,107,2459782.6782447444,1.9202384055,0.9978705212,0.0017579398,0.9980845821,0.9978220823,1.0000485446,False,,True,True,,1.0842360058,443.0250546886,18.6182517831,1854.8767853450,1742.9983488034,7207499.3087327946,0.0000000000
TOI_3505.01_50.000s_R-0108_aligned.fits,108,2459782.6789978519,1.9383129850,1.0007024855,0.0019101155,1.0003317465,1.0006539092,1.0000485446,False,,True,True,,1.0833771881,471.2395343759,18.4835302249,1847.7093492684,1742.8535909328,6631399.4659670833,0.0000000000
TOI_3505.01_50.000s_R-0109_aligned.fits,109,2459782.6797503065,1.9563718960,1.0024002587,0.0019602775,1.0008162313,1.0023515999,1.0000485446,False,,True,True,,1.0825394842,478.5269870827,18.5417999078,1850.3319548795,1744.7450250931,6457849.1983203841,0.0000000000
TOI_3505.01_50.000s_R-0110_aligned.fits,110,2459782.6805032138,1.9744416699,1.0052785026,0.0018723591,1.0047427932,1.0052297041,1.0000485446,False,,True,True,,1.0817215823,462.6164794030,18.7525767535,1846.7406246810,1744.1002399389,6768692.4406615365,0.0000000000
TOI_3505.01_50.000s_R-0111_aligned.fits,111,2459782.6812559585,1.9925075434,0.9966333581,0.0018414990,0.9961570630,0.9965849792,1.0000485446,False,,True,True,,1.0809240916,454.9806430330,19.2870695633,1850.5359725474,1744.6657893744,6850249.2035983577,0.0000000000
TOI_3505.01_50.000s_R-0112_aligned.fits,112,2459782.6820092103,2.0105855875,1.0005239580,0.0018722630,1.0001223824,1.0004753903,1.0000485446,False,,True,True,,1.0801462473,461.3281581152,18.4935273124,1849.5988082512,1743.1874739472,6750455.1825820999,0.0000000000
TOI_3505.01_50.000s_R-0113_aligned.fits,113,2459782.6827624757,2.0286639556,0.9987357242,0.0018237008,0.9973049144,0.9986872433,1.0000485446,False,,True,True,,1.0793885138,451.7732464864,18.0766408918,1848.3111731031,1743.4359658150,6924473.6282318849,0.0000000000
TOI_3505.01_50.000s_R-0114_aligned.fits,114,2459782.6835151580,2.0467283316,1.0000485446,0.0018176920,0.9995603244,1.0000000000,1.0000485446,False,,True,True,,1.0786514027,448.2619776721,18.7028994399,1848.1020193938,1742.1216394813,6936432.8823995097,0.0000000000
TOI_3505.01_50.000s_R-0115_aligned.fits,115,2459782.6842677188,2.0647897907,0.9994035648,0.0018206206,0.9981496145,0.9993550515,1.0000485446,False,,True,True,,1.0779343707,445.8682534415,18.8106386938,1850.5697641118,1743.6757432388,6909560.5998422001,0.0000000000
TOI_3505.01_50.000s_R-0116_aligned.fits,116,2459782.6850199620,2.0828436278,1.0017365617,0.0015941585,0.9994294979,1.0016879351,1.0000485446,False,,True,True,,1.0772375253,397.5420458799,18.9969702271,1862.7310730578,1743.6825238817,7917955.0694818050,0.0000000000
TOI_3505.01_50.000s_R-0117_aligned.fits,117,2459782.6857723058,2.1008998789,0.9980460425,0.0015015351,0.9978941006,0.9979975951,1.0000485446,False,,True,True,,1.0765604117,378.0960893767,18.7878715181,1849.9954187469,1743.8178970910,8434258.4324855208,0.0000000000
TOI_3505.01_50.000s_R-0118_aligned.fits,118,2459782.6865251865,2.1189690158,0.9992525377,0.0014570377,0.9985945059,0.9992040317,1.0000485446,False,,True,True,,1.0759026041,366.1482763562,18.6189842977,1847.4629644298,1744.9396125324,8708557.8946707584,0.0000000000
TOI_3505.01_50.000s_R-0119_aligned.fits,119,2459782.6872787620,2.1370548271,0.9995833467,0.0014563843,0.9991533927,0.9995348246,1.0000485446,False,,True,True,,1.0752639565,365.7862593719,18.4216681924,1846.2676378855,1743.7843960338,8711510.0397389680,0.0000000000
TOI_3505.01_50.000s_R-0120_aligned.fits,120,2459782.6880318290,2.1551284343,1.0010982519,0.0014678403,0.9999764535,1.0010496564,1.0000485446,False,,True,True,,1.0746454422,368.1013112508,18.3645781498,1850.8950164518,1743.1422007711,8640323.0309515558,0.0000000000
TOI_3505.01_50.000s_R-0121_aligned.fits,121,2459782.6887850352,2.1732053831,1.0017826558,0.0014801224,1.0003648756,1.0017340270,1.0000485446,False,,True,True,,1.0740464617,371.4840319525,18.4469671985,1847.0469471277,1744.2203118523,8569959.4110301826,0.0000000000
TOI_3505.01_50.000s_R-0122_aligned.fits,122,2459782.6895380071,2.1912767105,1.0008388849,0.0015184716,1.0006860824,1.0007903019,1.0000485446,False,,True,True,,1.0734672567,380.8819239202,17.7613534728,1846.8217760603,1745.0793443251,8336909.3238351317,0.0000000000
TOI_3505.01_50.000s_R-0123_aligned.fits,123,2459782.6902910583,2.2093499377,1.0006697100,0.0015188600,1.0008984597,1.0006211353,1.0000485446,False,,True,True,,1.0729075318,380.0856978173,17.9002475430,1852.8314211690,1742.9887932315,8328367.6378041347,0.0000000000
TOI_3505.01_50.000s_R-0124_aligned.fits,124,2459782.6910441252,2.2274235450,0.9993622205,0.0015098747,1.0000173175,0.9993137092,1.0000485446,False,,True,True,,1.0723672893,378.1030658581,18.1134700862,1847.1090184722,1743.5556418402,8375636.6154158348,0.0000000000
TOI_3505.01_50.000s_R-0125_aligned.fits,125,2459782.6917973706,2.2455014326,0.9992812888,0.0015149235,0.9986558519,0.9992327815,1.0000485446,False,,True,True,,1.0718463751,378.5411046349,18.6077440285,1849.1910728422,1743.9795137462,8340844.6654763687,0.0000000000
TOI_3505.01_50.000s_R-0126_aligned.fits,126,2459782.6925499006,2.2635621540,0.9989447390,0.0015082568,0.9982555171,0.9988962480,1.0000485446,False,,True,True,,1.0713453419,378.0059312336,18.8117520036,1847.4555222077,1744.0334206131,8385615.9418107746,0.0000000000
TOI_3505.01_50.000s_R-0127_aligned.fits,127,2459782.6933032637,2.2816428691,1.0028207413,0.0015144672,1.0025399595,1.0027720621,1.0000485446,False,,True,True,,1.0708631207,378.5815047729,19.1184494426,1847.7846223653,1744.8487696773,8357777.3422136353,0.0000000000
TOI_3505.01_50.000s_R-0128_aligned.fits,128,2459782.6940560760,2.2997103631,1.0000000000,0.0014776115,1.0000000000,0.9999514577,1.0000485446,False,,True,True,,1.0704005680,372.5147976579,18.9554398001,1847.8921684595,1743.0829091611,8590663.0349361654,0.0000000000
TOI_3505.01_50.000s_R-0129_aligned.fits,129,2459782.6948093004,2.3177877478,1.0158132134,0.0051591556,0.9925938423,1.0157639036,1.0000485446,True,low comparison-star counts; unusual target brightness,False,False,low comparison-star counts; unusual target brightness,1.0699570471,697.0221019823,18.4041837047,1850.4569913615,1741.2733779293,2475261.2082860982,0.0000000000
TOI_3505.01_50.000s_R-0130_aligned.fits,130,2459782.6955639157,2.3358985148,1.0242244277,0.0096698745,1.0001052429,1.0241747096,1.0000485446,True,low comparison-star counts; unusual target brightness,False,False,low comparison-star counts; unusual target brightness,1.0695320138,896.0078681940,19.4429903509,1853.7646755204,1744.7030298908,1431679.8705925806,0.0000000000
TOI_3505.01_50.000s_R-0131_aligned.fits,131,2459782.6963179847,2.3539961725,1.0008644469,0.0019587083,0.9996068451,1.0008158627,1.0000485446,False,,True,True,,1.0691265556,484.9945688164,18.5424360796,1848.6646481439,1743.3319896322,6493530.8099318901,0.0000000000
TOI_3505.01_50.000s_R-0132_aligned.fits,132,2459782.6970712738,2.3720751107,0.9949306774,0.0020927475,0.9977535151,0.9948823812,1.0000485446,False,,True,True,,1.0687407129,482.7441209463,19.5326745433,1861.1525704121,1744.9419926691,5954829.5462877890,0.0000000000
TOI_3505.01_50.000s_R-0133_aligned.fits,133,2459782.6978248958,2.3901620395,1.0025837383,0.0023799372,1.0072709620,1.0025350706,1.0000485446,False,,True,True,,1.0683738664,523.2035248708,19.5714466231,1848.1516108223,1743.1918154360,5260870.5143185789,0.0000000000
TOI_3505.01_50.000s_R-0134_aligned.fits,134,2459782.6985779367,2.4082350209,0.9944484120,0.0028707316,0.9995901469,0.9944001393,1.0000485446,False,,True,True,,1.0680264203,578.7461375788,19.1585040353,1856.0207193793,1742.6751434032,4378723.3634773754,0.0000000000
TOI_3505.01_50.000s_R-0135_aligned.fits,135,2459782.6993383258,2.4264843576,0.9983258875,0.0025963379,1.0001437183,0.9982774265,1.0000485446,False,,True,True,,1.0676949452,554.3261964877,19.3425982097,1851.3219359758,1743.9691658690,4844974.3905264353,0.0000000000
TOI_3505.01_50.000s_R-0136_aligned.fits,136,2459782.7000936135,2.4446112625,0.9945560285,0.0023008353,0.9962020656,0.9945077505,1.0000485446,False,,True,True,,1.0673849258,521.8111329905,18.6560541531,1851.1954934654,1743.7843184678,5461070.9756674236,0.0000000000
TOI_3505.01_50.000s_R-0137_aligned.fits,137,2459782.7008470711,2.4626942463,0.9951579286,0.0031209526,1.0037149905,0.9951096214,1.0000485446,False,,True,True,,1.0670947292,596.3966813970,19.4680948511,1849.9016208055,1741.9916360465,4027094.0648928760,0.0000000000
TOI_3505.01_50.000s_R-0138_aligned.fits,138,2459782.7016101852,2.4810089841,0.9926802892,0.0035795683,0.9959785076,0.9926321023,1.0000485446,False,,True,True,,1.0668202044,634.7208290620,18.5386260636,1850.7934146642,1744.7231675100,3536119.1308075003,0.0000000000
TOI_3505.01_50.000s_R-0139_aligned.fits,139,2459782.7023696420,2.4992359467,0.9885403525,0.0032881035,0.9877557800,0.9884923665,1.0000485446,False,,True,True,,1.0665663466,610.0049171844,18.9101911390,1851.4381026902,1744.8668802467,3823055.0040134504,0.0000000000
TOI_3505.01_50.000s_R-0140_aligned.fits,140,2459782.7031324874,2.5175442360,1.0019769982,0.0027543896,1.0040099608,1.0019283600,1.0000485446,False,,True,True,,1.0663307684,566.3027671025,19.3997311255,1850.5128772513,1744.2074662646,4562555.9648347339,0.0000000000
TOI_3505.01_50.000s_R-0141_aligned.fits,141,2459782.7038899334,2.5357229412,1.0036877843,0.0023078553,1.0022609201,1.0036390631,1.0000485446,False,,True,True,,1.0661160869,518.5620084206,18.7208207914,1853.2679334954,1743.9559641657,5444571.3726103297,0.0000000000
TOI_3505.01_50.000s_R-0142_aligned.fits,142,2459782.7046428472,2.5537928715,1.0000549152,0.0027571056,1.0003412915,1.0000063703,1.0000485446,False,,True,True,,1.0659216614,569.4145590250,19.1801542498,1852.1825486143,1742.9152065677,4566381.1236728048,0.0000000000
TOI_3505.01_50.000s_R-0143_aligned.fits,143,2459782.7054009773,2.5719879940,1.0001899931,0.0024885921,0.9996905436,1.0001414416,1.0000485446,False,,True,True,,1.0657449841,546.4267001484,19.0776228540,1850.1068748846,1743.5113152361,5068484.8615827067,0.0000000000
TOI_3505.01_50.000s_R-0144_aligned.fits,144,2459782.7061556340,2.5900997557,1.0007353419,0.0023097863,1.0096133627,1.0006867639,1.0000485446,False,,True,True,,1.0655881309,518.9831491328,19.4013772645,1848.4889085323,1742.7473107028,5435295.0839510560,0.0000000000
TOI_3505.01_50.000s_R-0145_aligned.fits,145,2459782.7069090409,2.6081815213,0.9959493253,0.0024571968,0.9955003285,0.9959009797,1.0000485446,False,,True,True,,1.0654504482,535.8502208400,18.7210578005,1850.7988115952,1742.5796348123,5099816.9572951496,0.0000000000
TOI_3505.01_50.000s_R-0146_aligned.fits,146,2459782.7076630625,2.6262780391,1.0079533281,0.0021582876,1.0029772418,1.0079043997,1.0000485446,False,,True,True,,1.0653315598,502.1447647602,18.9212037397,1850.5576369320,1743.0276350287,5844605.7520439215,0.0000000000
TOI_3505.01_50.000s_R-0147_aligned.fits,147,2459782.7084165383,2.6443614587,1.0034737183,0.0021636252,1.0035105515,1.0034250074,1.0000485446,False,,True,True,,1.0652316414,499.9530305592,19.0143030011,1851.8509760246,1742.9813673144,5807225.2904051645,0.0000000000
TOI_3505.01_50.000s_R-0148_aligned.fits,148,2459782.7091704095,2.6624543667,1.0016164306,0.0020053789,1.0009283446,1.0015678099,1.0000485446,False,,True,True,,1.0651505541,478.8171133070,18.6058118948,1856.1980043010,1742.6816852856,6276978.2410888141,0.0000000000
TOI_3505.01_50.000s_R-0149_aligned.fits,149,2459782.7099231686,2.6805205867,1.0032886921,0.0019576827,1.0013161262,1.0032399902,1.0000485446,False,,True,True,,1.0650884264,471.3207699125,19.2814285767,1851.2344545368,1742.8686237218,6435814.6386248283,0.0000000000
TOI_3505.01_50.000s_R-0150_aligned.fits,150,2459782.7106763357,2.6985965967,0.9976448100,0.0019528630,0.9959371613,0.9975963821,1.0000485446,False,,True,True,,1.0650451011,468.1400777622,19.6548071208,1859.3258802472,1742.7027842463,6422710.7605827441,0.0000000000
TOI_3505.01_50.000s_R-0151_aligned.fits,151,2459782.7114293799,2.7166696563,1.0002846102,0.0018497504,0.9990418477,1.0002360541,1.0000485446,False,,True,True,,1.0650206160,451.6658442479,19.2627569430,1850.6640942436,1743.0071661880,6803723.7599932114,0.0000000000
TOI_3505.01_50.000s_R-0152_aligned.fits,152,2459782.7121820669,2.7347341441,0.9984849038,0.0018602394,0.9966471191,0.9984364351,1.0000485446,False,,True,True,,1.0650149585,449.8004868184,20.8567745512,1848.6421920455,1742.0995719769,6739449.5245048618,0.0000000000
TOI_3505.01_50.000s_R-0153_aligned.fits,153,2459782.7129347818,2.7527993023,0.9996100106,0.0017184961,0.9997204234,0.9995614873,1.0000485446,False,,True,True,,1.0650281130,428.0471333718,21.0414635175,1848.5585342418,1742.5287453620,7338272.0102256350,1.0000000000
TOI_3505.01_50.000s_R-0154_aligned.fits,154,2459782.7136881002,2.7708789445,1.0016680026,0.0016321164,1.0018484787,1.0016193794,1.0000485446,False,,True,True,,1.0650601143,413.0057455363,21.3627912380,1849.1988616445,1742.1781052948,7770292.9537300477,1.0000000000
TOI_3505.01_50.000s_R-0155_aligned.fits,155,2459782.7144411867,2.7889530212,1.0011333500,0.0015711344,1.0001180918,1.0010847527,1.0000485446,False,,True,True,,1.0651109435,404.7604060049,20.2883726312,1848.4916052226,1742.7836883056,8118938.2685810840,1.0000000000
TOI_3505.01_50.000s_R-0156_aligned.fits,156,2459782.7151942407,2.8070263155,0.9997339654,0.0015694491,0.9998398612,0.9996854360,1.0000485446,False,,True,True,,1.0651806084,402.4436473457,21.1856251990,1847.8007029746,1742.4098566850,8110104.3343964433,1.0000000000
TOI_3505.01_50.000s_R-0157_aligned.fits,157,2459782.7159470404,2.8250935078,0.9999537491,0.0015652607,0.9995310545,0.9999052091,1.0000485446,False,,True,True,,1.0652690835,401.6049492196,20.9955980097,1856.0468575068,1743.9926332114,8135439.9314012518,1.0000000000
TOI_3505.01_50.000s_R-0158_aligned.fits,158,2459782.7166993860,2.8431498036,1.0011993345,0.0015660675,1.0019933127,1.0011507340,1.0000485446,False,,True,True,,1.0653763263,404.7941142881,21.0061273535,1848.5052636405,1742.3593185389,8154980.4932931354,1.0000000000
TOI_3505.01_50.000s_R-0159_aligned.fits,159,2459782.7174525233,2.8612250984,1.0006629975,0.0015441901,1.0012261835,1.0006144231,1.0000485446,False,,True,True,,1.0655025358,401.0460564137,19.6092626452,1851.7260499504,1743.0033887734,8285344.6185542922,1.0000000000
TOI_3505.01_50.000s_R-0160_aligned.fits,160,2459782.7182062040,2.8793134354,1.0002462909,0.0015491296,1.0005330085,1.0001977367,1.0000485446,False,,True,True,,1.0656477311,404.6817579998,21.2621831308,1846.8920986079,1742.7607907109,8270131.4072677605,1.0000000000
TOI_3505.01_50.000s_R-0161_aligned.fits,161,2459782.7189587019,2.8973733857,0.9999045143,0.0015823784,0.9994995915,0.9998559767,1.0000485446,False,,True,True,,1.0658115680,416.7711823089,20.9788824516,1851.5134552130,1743.2784419662,8115044.3079196764,1.0000000000
TOI_3505.01_50.000s_R-0162_aligned.fits,162,2459782.7197117265,2.9154459760,1.0011180144,0.0015067098,1.0014349420,1.0010694179,1.0000485446,False,,True,True,,1.0659944075,406.4602894043,20.4294485282,1849.5507895880,1743.7428435167,8601143.0942143332,1.0000000000
TOI_3505.01_50.000s_R-0163_aligned.fits,163,2459782.7204649015,2.9335221760,1.0003376701,0.0015512022,1.0004633969,1.0002891114,1.0000485446,False,,True,True,,1.0661961991,419.7100486539,20.2518673406,1849.7301532480,1743.2544333506,8354577.2005802300,1.0000000000
TOI_3505.01_50.000s_R-0164_aligned.fits,164,2459782.7212174460,2.9515832439,1.0032145308,0.0015788749,1.0044136167,1.0031658326,1.0000485446,False,,True,True,,1.0664167322,427.4213918178,20.1051922079,1851.9973830199,1742.6901369522,8217716.6807639981,1.0000000000
TOI_3505.01_50.000s_R-0165_aligned.fits,165,2459782.7219702462,2.9696504474,0.9998247559,0.0015610688,0.9999160223,0.9997762221,1.0000485446,False,,True,True,,1.0666562712,425.4971695366,19.7682512070,1848.7493753029,1742.6371631103,8319847.4889702657,1.0000000000
TOI_3505.01_50.000s_R-0166_aligned.fits,166,2459782.7227233690,2.9877253957,1.0024977991,0.0015373069,1.0023941623,1.0024491356,1.0000485446,False,,True,True,,1.0669148789,421.7482729906,19.8564682942,1851.8593249410,1743.1439852139,8478317.6330447234,1.0000000000
TOI_3505.01_50.000s_R-0167_aligned.fits,167,2459782.7234762423,3.0057943538,1.0000177775,0.0015571577,1.0012558927,0.9999692344,1.0000485446,False,,True,True,,1.0671923837,429.3418444834,20.6829966658,1844.1677288626,1742.3004681629,8371938.2810074221,1.0000000000
TOI_3505.01_50.000s_R-0168_aligned.fits,168,2459782.7242292752,3.0238671452,1.0001428310,0.0015357067,1.0002212364,1.0000942818,1.0000485446,False,,True,True,,1.0674889560,427.0071053784,20.2475021962,1850.7769414460,1743.4138244457,8514476.2186870910,1.0000000000
TOI_3505.01_50.000s_R-0169_aligned.fits,169,2459782.7249825085,3.0419447422,0.9991661093,0.0015127654,0.9998251129,0.9991176076,1.0000485446,False,,True,True,,1.0678046503,427.0354617602,19.5986452950,1848.5890986341,1743.0092978916,8686051.2867392898,1.0000000000
TOI_3505.01_50.000s_R-0170_aligned.fits,170,2459782.7257356197,3.0600194111,1.0004730374,0.0015098082,0.9996874233,1.0004244722,1.0000485446,False,,True,True,,1.0681393609,429.3399306370,19.1955150527,1852.4900073051,1743.8271395592,8729785.2970271632,1.0000000000
TOI_3505.01_50.000s_R-0171_aligned.fits,171,2459782.7264877493,3.0780705214,1.0005941328,0.0015015989,1.0014574814,1.0005455617,1.0000485446,False,,True,True,,1.0684926923,429.4544621200,19.1685091851,1849.0502502088,1742.9198885147,8794865.9288037419,1.0000000000
TOI_3505.01_50.000s_R-0172_aligned.fits,172,2459782.7272400553,3.0961258672,1.0018989863,0.0015112990,1.0030931080,1.0018503518,1.0000485446,False,,True,True,,1.0688651875,430.9336448085,19.4136604291,1848.2709316849,1745.0504649358,8733490.2409231346,1.0000000000
TOI_3505.01_50.000s_R-0173_aligned.fits,173,2459782.7279928620,3.1141932271,0.9994001455,0.0015094010,1.0007957381,0.9993516323,1.0000485446,False,,True,True,,1.0692570640,430.2931182903,19.3797650110,1851.8834178714,1744.3632771659,8733998.5319497027,1.0000000000
TOI_3505.01_50.000s_R-0174_aligned.fits,174,2459782.7287457399,3.1322622970,1.0012608948,0.0015149054,1.0023200447,1.0012122913,1.0000485446,False,,True,True,,1.0696681531,431.1982285208,19.6398611800,1847.7232932272,1745.5227600376,8704827.2498674504,1.0000000000
TOI_3505.01_50.000s_R-0175_aligned.fits,175,2459782.7294984516,3.1503273770,1.0013084822,0.0015228737,1.0007311320,1.0012598765,1.0000485446,False,,True,True,,1.0700983561,433.5943902600,19.6901807412,1855.2667135305,1744.4493408507,8659890.2381120492,1.0000000000
TOI_3505.01_50.000s_R-0176_aligned.fits,176,2459782.7302514496,3.1683993302,0.9984017001,0.0015086493,0.9990223435,0.9983532355,1.0000485446,False,,True,True,,1.0705479726,432.2417036207,19.5352556467,1847.9203152680,1743.4040034931,8749196.2474088594,1.0000000000
TOI_3505.01_50.000s_R-0177_aligned.fits,177,2459782.7310045240,3.1864731163,0.9968814739,0.0015256250,0.9968965059,0.9968330830,1.0000485446,False,,True,True,,1.0710169291,435.6968216111,19.5748651042,1849.5084442818,1742.7454740019,8635465.0009065308,1.0000000000
TOI_3505.01_50.000s_R-0178_aligned.fits,178,2459782.7317572888,3.2045394704,0.9991852590,0.0015006296,1.0000792346,0.9991367563,1.0000485446,False,,True,True,,1.0715050159,431.1309140114,19.2253454369,1849.7268253484,1742.6428196879,8807540.7245689686,1.0000000000
TOI_3505.01_50.000s_R-0179_aligned.fits,179,2459782.7325102086,3.2226095460,1.0006712654,0.0015112176,1.0019971768,1.0006226906,1.0000485446,False,,True,True,,1.0720125696,433.1490998697,19.5343136637,1848.5302056619,1743.0006299004,8744332.5366858598,1.0000000000
TOI_3505.01_50.000s_R-0180_aligned.fits,180,2459782.7332626660,3.2406685241,0.9992119838,0.0014937307,0.9990015010,0.9991634798,1.0000485446,False,,True,True,,1.0725392049,430.9338345854,19.1468981805,1853.6581152832,1743.8750008223,8861783.8987585884,1.0000000000
TOI_3505.01_50.000s_R-0181_aligned.fits,181,2459782.7340161237,3.2587515078,0.9964376113,0.0014945776,0.9968315138,0.9963892420,1.0000485446,False,,True,True,,1.0730860112,431.2326896477,19.6725607838,1850.3836025947,1743.7545729366,8846564.5590268765,1.0000000000
TOI_3505.01_50.000s_R-0182_aligned.fits,182,2459782.7347689266,3.2768187784,1.0000832829,0.0015086972,1.0000078652,1.0000347366,1.0000485446,False,,True,True,,1.0736518472,433.3203592622,19.7004323600,1850.6354885787,1743.2378900527,8761910.8631527368,1.0000000000
TOI_3505.01_50.000s_R-0183_aligned.fits,183,2459782.7355222134,3.2948976606,0.9966450272,0.0014871026,0.9974087228,0.9965966478,1.0000485446,False,,True,True,,1.0742376100,430.7503116430,18.7537111581,1848.6831141391,1745.3415773150,8903278.0230730940,1.0000000000
TOI_3505.01_50.000s_R-0184_aligned.fits,184,2459782.7362753092,3.3129719608,0.9981860020,0.0014859512,0.9990129265,0.9981375478,1.0000485446,False,,True,True,,1.0748428358,429.0259581690,19.4300036555,1852.5910267574,1743.6460708647,8907903.1735157054,1.0000000000
TOI_3505.01_50.000s_R-0185_aligned.fits,185,2459782.7370285932,3.3310507759,0.9993665847,0.0014875548,1.0006998455,0.9993180732,1.0000485446,False,,True,True,,1.0754678819,431.4162267728,18.9101121291,1850.1013709847,1742.5979933938,8913702.8286728393,1.0000000000
TOI_3505.01_50.000s_R-0186_aligned.fits,186,2459782.7377808141,3.3491040766,1.0048218381,0.0014969956,1.0054635743,1.0047730618,1.0000485446,False,,True,True,,1.0761117279,433.1761857674,18.6471518150,1849.3302274176,1742.6871260646,8873223.3894818798,1.0000000000
TOI_3505.01_50.000s_R-0187_aligned.fits,187,2459782.7385334913,3.3671683297,0.9970911230,0.0014952905,0.9983843569,0.9970427219,1.0000485446,False,,True,True,,1.0767757058,434.0784550343,18.1265163907,1849.2492740483,1743.9794161199,8861491.6757282484,1.0000000000
TOI_3505.01_50.000s_R-0188_aligned.fits,188,2459782.7392867822,3.3852473125,1.0006366302,0.0015053112,1.0012068591,1.0005880570,1.0000485446,False,,True,True,,1.0774600533,434.6135138595,19.1720429585,1852.2502966090,1743.8210369100,8798993.1906774566,1.0000000000
TOI_3505.01_50.000s_R-0189_aligned.fits,189,2459782.7400401402,3.4033279046,1.0008945213,0.0015108389,1.0026956682,1.0008459357,1.0000485446,False,,True,True,,1.0781643590,436.0121218485,19.0274540927,1849.2991285170,1743.0583338022,8767133.3663122468,1.0000000000
TOI_3505.01_50.000s_R-0190_aligned.fits,190,2459782.7407929031,3.4213942140,1.0022215122,0.0015129757,1.0037400491,1.0021728621,1.0000485446,False,,True,True,,1.0788880444,437.6244981765,18.6642575796,1849.2109145425,1743.1558600315,8766799.2163479254,1.0000000000
TOI_3505.01_50.000s_R-0191_aligned.fits,191,2459782.7415451775,3.4394487999,1.0027367939,0.0015319787,1.0024201295,1.0026881188,1.0000485446,False,,True,True,,1.0796312299,442.5964086512,18.5755207628,1851.1453306255,1742.9943693097,8654758.0907040164,1.0000000000
