slice,bjd_tdb,orbital_phase,historical_schedule_window_fraction,used_in_primary_ground_curve,tic_390988375_relative_brightness,tic_390988378_relative_brightness,tic_390988347_relative_brightness,tic_390988410_relative_brightness,tic_390988435_relative_brightness,tic_390988436_relative_brightness,tic_390988374_relative_brightness,tic_390988358_relative_brightness,tic_390988400_relative_brightness,tic_1845606942_relative_brightness,tic_390988325_relative_brightness,tic_390988426_relative_brightness,tic_390988448_relative_brightness,tic_390988407_relative_brightness,tic_390988312_relative_brightness,tic_390988462_relative_brightness,tic_390988315_relative_brightness,tic_390988392_relative_brightness,tic_390988472_relative_brightness,tic_390988304_relative_brightness,tic_390988341_relative_brightness,tic_390988440_relative_brightness,tic_390988463_relative_brightness,tic_390988452_relative_brightness,tic_390988307_relative_brightness,tic_390988399_relative_brightness,tic_390988366_relative_brightness,tic_390988316_relative_brightness,tic_390988286_relative_brightness,tic_390988425_relative_brightness,tic_390988421_relative_brightness,tic_390988342_relative_brightness,tic_390988456_relative_brightness,tic_390988350_relative_brightness,tic_390988287_relative_brightness,tic_1845610104_relative_brightness,tic_1845609659_relative_brightness,tic_390988444_relative_brightness,tic_390988453_relative_brightness,tic_390988278_relative_brightness,tic_390988513_relative_brightness,tic_1845606364_relative_brightness,tic_1845606859_relative_brightness,tic_1845607076_relative_brightness
1,2459782.5982348109,0.2485192252,0.0000000000,False,1.5941013280,0.6726296269,0.7841696286,7.0802427946,1.5007149963,0.5977945666,,0.8185567869,,0.0454390073,0.7302452159,,0.4736407266,,0.4032970693,1.1693610034,,1.3296705222,0.7372463859,0.2092715454,0.4670892221,1.3091671890,0.7896822503,0.6254827405,,0.9671444445,,0.9871918922,0.8433911951,0.1495925628,,1.2983841603,4.1552272328,1.3560106873,1.2010678869,0.7889756004,0.8841867604,0.8088904215,0.7600159108,0.9244850038,,2.0155312629,0.8840254868,0.8830615288
2,2459782.5990058281,0.2487837110,0.0000000000,False,2.3931484477,0.3172615257,0.8147379123,,0.1265300076,0.7750863940,,0.7315529013,,,0.3661098463,0.3662761318,2.3377432823,,0.7411328281,1.7247188100,,1.1175378667,0.4900994176,0.3681673966,0.4503143614,1.8061277964,0.5986880336,0.4621369200,,0.6577496876,,0.5758407632,0.7619756406,,,1.2839299340,0.5642766381,1.1197400255,0.8941817751,0.6399254158,0.8389521150,0.7214836080,0.6263636681,1.1699556856,,1.7691367714,0.9333130473,0.8404907194
3,2459782.5997669622,0.2490448065,0.0000000000,True,1.2864634120,0.6906601546,0.8634383355,0.5752369710,1.1166066844,0.9376056295,0.1751095868,1.0789682570,,,0.6757502023,,0.4962376377,,0.2305166631,,,0.3840864724,,0.2321298742,0.4812760164,1.6591609734,0.1272395021,1.1821585881,,0.9755374645,,0.5556364386,0.9287379136,0.1347850742,,1.1202310690,,1.1294445874,0.8209595441,0.9496491393,0.9303483565,0.8553088672,0.8106242875,0.6462795055,0.4531548247,,0.9412033225,0.9294280217
4,2459782.6005278192,0.2493058070,0.0000000000,True,1.0048337329,0.3632719914,0.8816336843,,0.5865404005,0.7608267048,0.0136877970,1.0206321598,,,0.9701607827,0.7885821085,1.7979686495,,0.7960197018,0.7304324455,1.6995463702,1.5524018634,0.9106923630,0.6384350667,0.4567854877,1.1065988981,0.5668562503,0.7510974198,,0.8914463771,,0.3474699355,0.9217697492,0.2550340798,,1.1087892319,0.8799627393,1.1605610024,1.4540297627,0.7435863488,0.9433237677,0.9661428872,0.9795286799,1.0697508316,,,0.9215566871,1.1359450239
5,2459782.6012884346,0.2495667246,0.0000000000,True,1.0155650445,0.1295233112,0.8557457916,,1.1124089170,0.6919793688,0.1096576840,1.0950593373,,0.0580013914,0.7070284594,1.7964892193,1.1028959604,,0.7382074663,0.7493595416,0.5201399174,0.5092324666,0.5644833609,0.5543662417,0.8149399841,1.7932654999,1.1250231384,0.7800028756,,0.7960977056,,1.0772861546,0.9228624217,0.1381095229,,1.1246506301,1.8197408739,1.1832168344,0.6926098283,0.7002309302,0.7823720345,0.9300296717,0.9708259028,0.9746262299,,0.6134901812,0.8959443050,1.1327616391
6,2459782.6020486979,0.2498275214,0.0000000000,True,1.4811817000,0.8822071587,0.7800740075,0.4502439560,1.0332445564,0.5990219898,0.3145429191,0.9684357920,,,0.5545751129,0.7887085167,1.1550245704,,0.7725533632,0.7388219728,,1.1075961070,,0.6356936017,0.7909313560,1.6828529098,1.6431705161,1.1337295916,,0.7093624957,,1.6281714003,0.8625810862,0.2641940781,,1.1427461963,,1.0538796507,1.7740951559,0.6270126447,0.7869631063,0.8242481565,0.7817545374,1.0251712803,,,0.9816969805,1.0329917046
7,2459782.6028088159,0.2500882684,0.0000000000,True,0.9388004263,1.0847297813,1.0000000000,,0.6093925217,0.9973685380,0.2739725078,1.0413636925,,2.6566610592,0.9163871257,0.5358011106,1.6218671739,,0.8500446506,1.7630458622,1.3478225247,1.2706615458,0.3252908148,0.7945528760,0.8165126337,1.8515494759,1.4298786604,1.0862437106,,1.0024880928,,1.0812875973,0.9824648507,0.4377616111,,1.0670418780,1.1135814017,1.1079465056,1.2487294016,0.9487478307,0.9644520452,1.0067516296,1.0358831536,1.1225579200,,1.3778814373,0.9182527711,1.0387735944
8,2459782.6035703677,0.2503495072,0.0000000000,True,0.9015466823,0.9780131423,0.9252835306,0.0529368673,0.8562330325,0.7349107086,0.8799954277,1.0326524715,,1.5618174590,0.8830041689,0.4110655067,0.5716068008,,1.0858252105,0.4900135816,1.4180070727,0.8735548009,0.8587469670,1.0274856361,0.8655802500,0.0349334920,1.0000000000,1.1146886306,,0.9297499938,,0.7830169484,0.9709537372,0.7656354775,,1.0694001328,,1.1350278074,1.3557601601,0.9283413617,0.9567160125,0.9815407671,1.0120580664,1.0387792003,,0.0405180936,0.9356180763,1.0239425317
9,2459782.6043305541,0.2506102776,0.0000000000,True,1.0331163217,0.7056672033,0.8453345273,,1.0446351621,0.7181107327,1.1714496638,0.8116365106,,,0.8216010881,0.8895550063,0.7082082183,,0.6905020712,0.4544972133,,0.7053466805,1.3069326009,0.9045396948,0.9139488187,0.0892162878,1.7498789059,0.9592587564,,0.9491802806,,0.9376597988,0.9233624821,0.2659959192,,1.2272040818,1.2647701251,1.1799959296,1.0898353255,0.7930448859,0.8738641685,0.9263016778,0.9114575042,1.2350051677,,0.2405276102,0.9061538449,1.0399299784
10,2459782.6050918396,0.2508714251,0.0000000000,True,1.7480078869,0.6186739454,0.7136793444,0.8072682298,1.4346674710,0.6987563524,0.2805176994,0.8042468845,0.4356382227,,0.5729073570,1.0429885080,1.3010967108,,0.6717447963,1.1281463516,,0.9007109275,0.8379337785,0.5268876579,0.7768250499,1.7088386759,1.4459908788,0.4952415755,,0.7119120942,,0.6847014927,0.8061346188,0.3829171019,,1.2560086193,1.6997114791,1.1067054574,1.3482352972,0.5256809300,0.7295113959,0.7669057560,0.6455398750,0.9750187316,,,0.9032875723,1.0093644268
11,2459782.6058534561,0.2511326861,0.0000000000,False,2.2283621745,1.0409259088,0.5703333479,3.7511100289,1.2367727515,0.6108230270,0.0108796190,0.2942296670,,,0.6517698895,0.4042673507,2.1361870370,,0.6756137273,0.9802464058,,0.8153400737,0.0222835542,0.4763847542,0.6549424523,,1.9866387931,0.8917335538,,0.5964179895,,0.5830087533,0.7125135121,,,1.4187624025,2.5518400051,1.0602301500,0.1125367626,0.6238682147,0.6071243877,0.6669500318,0.6196485866,0.6635235015,0.0772628373,,0.6848874916,0.7589232204
12,2459782.6066149953,0.2513939206,0.0000000000,True,0.6547750667,11.0047861144,0.8043680952,,0.1870726337,0.8215629281,0.1187400052,0.3158314211,,,0.5764134106,0.5905604435,2.7465585782,,0.6468941712,1.4506010302,,0.4434534165,0.3833364091,0.6364999688,0.8368261923,1.5215636155,0.8536812261,0.7680427228,,0.7451653139,,0.9331766587,0.7735070249,,0.4180251048,0.9743462833,2.1796459260,0.9258841627,,1.1177948385,0.7243574484,0.7440958139,0.6957766415,0.5962706635,,,0.4621071461,0.7033853526
13,2459782.6073769690,0.2516553041,0.0000000000,True,1.5382886163,1.2640980891,0.8426458260,1.9559373517,0.9469620752,0.8838341620,0.9894304345,0.6968681321,,,0.6773582642,0.3328631535,1.9729017137,,0.7921059513,0.4205324968,,,1.5906107763,0.8523354537,0.9993933399,0.8432428150,0.8769139884,0.7533041017,,0.8831812514,,0.4913024156,0.8870311208,0.3893368160,,1.2234306226,4.1822172549,0.9748620781,1.4996258953,0.8420640306,0.8998550066,0.8927250154,0.8338579235,1.0724165465,,,0.8200712847,0.8753420420
14,2459782.6081384555,0.2519165206,0.0000000000,True,1.2732774139,5.7012674827,0.9598373905,,0.3043410762,1.0241101954,2.1000709882,0.9482498222,,,0.6947540769,0.9878378822,1.5838509970,,1.0619200454,1.3075358412,0.1987696842,,1.2777123155,0.5921130588,1.0896074253,0.2929701950,1.3046962179,0.9933220503,,1.0988843997,,0.8514609339,0.9772987284,0.7348119813,,1.0683702275,0.5617789735,0.9596891298,0.8956533981,1.0173271404,1.0327906402,0.9848176529,0.9024599015,1.0302535418,,0.3110093598,1.0355349699,0.9647873153
15,2459782.6088986364,0.2521772891,0.0000000000,True,1.6967255049,1.4062001496,0.8229429844,2.7326270524,1.2859518416,0.7708514477,0.5377203169,0.8758455219,,,0.5960764285,0.9153483542,0.8233958752,0.7509052664,0.8181373204,0.9953684732,,0.4654454457,1.6304418181,0.4596875226,0.8335295607,,1.3091185760,0.9535127075,,0.8015328770,,0.7282047732,0.8414427451,0.4102878152,,1.2247296005,1.0447989863,1.0928304508,1.3420830399,0.6725881222,0.7865705553,0.7627322145,0.6684365748,1.0409942730,0.0899952920,1.6904968252,1.0063711088,0.9877223365
16,2459782.6096590585,0.2524381404,0.0000000000,True,0.8963464799,1.0322964829,0.9128986411,0.0783423515,1.0149519376,0.7620611835,3.6002410155,0.9894389725,,,0.9234104059,,0.5192917255,0.5698329365,0.8630832652,1.3089479085,,1.1187015505,0.6435380857,0.7739759081,0.6667930618,1.7629555323,1.3841039707,1.1060125412,0.0067526143,0.8844200136,,0.8990917469,0.9532465647,0.5811935550,,1.0617212819,0.8082879690,1.1331222857,1.1682716224,0.8970431585,0.9150309511,0.9476377069,0.9855297457,1.0998001987,,0.1974022952,0.8539448253,1.0066743326
17,2459782.6104211700,0.2526995712,0.0000000000,True,1.4114662011,1.0879837783,0.8910810716,0.8625983220,1.1013486270,0.8056362717,,0.9390538589,,1.0249958184,0.8767241312,1.0846364911,1.0526491925,,0.7366313827,1.5450557298,,1.1371806403,0.8563808397,1.0729258173,0.9047041311,0.5777398465,0.7667209198,0.5591234943,,0.9191019820,,0.6179706728,0.9389828349,0.7572655258,,1.1692236906,1.4531498638,1.0944473893,1.6018661063,0.9610540245,0.9766496307,0.9573479340,0.9253255428,1.0119109414,0.1879501953,,0.9647936739,0.9652849357
18,2459782.6111833444,0.2529610236,0.0000000000,True,1.0082917017,0.8496615537,0.8554083026,,0.7313006693,0.6243945768,0.6808501608,0.9276158589,,,0.9117941265,1.1929678933,0.6430853959,,0.6983087144,1.4666193864,0.4168516784,1.0931379551,0.2562266925,0.7898205953,0.7794916730,1.6769303076,1.2576232496,0.5755901089,,0.9353014364,,1.0105455167,0.9103365593,0.7116533231,,1.1122714538,,1.2117419865,1.3915163576,0.7121349699,0.8372117629,0.9051501184,0.9420755829,1.0866964422,,,0.9170877496,1.1359875966
19,2459782.6119430601,0.2532216326,0.0000000000,True,1.0741013423,0.7835372413,0.9440580170,0.5879424703,1.3858140217,0.9553877108,0.9825254836,0.9241752570,,1.2944401166,0.8744202417,0.5029912256,0.0564748117,0.1379379791,0.9363144188,0.8049756606,,1.1091596496,1.2705414186,0.9192709975,0.9794858386,0.5240746421,,1.1008574946,,0.9964249156,,1.1548724001,0.9880120859,0.6516906003,,1.0570463268,,1.0440491980,0.9966546630,1.0261674012,0.9744752404,0.9840888967,0.9749951785,0.9859454049,,0.0525718701,1.0223766511,0.9677767543
20,2459782.6127035306,0.2534825005,0.0000000000,True,0.7961314315,0.8157643993,0.9293160907,,0.0154253057,0.8480476511,,0.9782330800,,0.5011498318,0.8661377661,0.8748030963,0.8519010328,,0.5588726549,0.4385123526,0.8115143113,1.8662692870,2.2832176073,0.9491865347,0.9416286349,0.9226431108,0.5839682746,0.8930449969,0.6791417515,1.0332992972,,0.7672245612,0.9854011989,0.5759337544,,0.9590903241,0.5134998368,1.0498389766,1.1379830886,0.9504713228,0.8827053374,0.9833135435,1.0509037233,0.9405962623,,0.4074683278,0.8240362898,1.0380087387
21,2459782.6134658013,0.2537439859,0.0000000000,True,1.3224342564,1.1464440139,0.9046304313,1.1962849154,1.1066646601,1.0107640098,0.9061494072,0.8518277935,,,0.8430518367,0.6708713166,0.8022861345,,1.1814581395,0.9669510004,,1.2877915576,0.7077169959,0.7756350845,0.8158948597,0.8042433958,1.0112250023,0.9330609540,,0.9369365146,,0.8403294304,0.9602056012,1.1087055074,,1.0633765333,1.2881204687,0.9748468515,1.3274650461,1.0177574389,0.9979446975,0.9675166202,0.8969099361,0.9617742713,1.4915968281,,1.0290260983,0.9073966251
22,2459782.6142264036,0.2540048990,0.0000000000,True,0.9028641505,1.3222383633,1.0036376658,,0.5674337854,1.0214666729,1.4908193487,1.0080597170,,0.2310354468,1.0786795159,1.0754271718,0.9199251199,,0.9095218532,1.1290690446,0.8755463702,0.6049461256,1.6374764300,0.9132406823,0.9871031228,,1.0453058833,0.9467414979,,0.9203284687,,1.0269767634,0.9885194907,1.0943172944,,1.0111109241,1.5508049311,1.0756516280,0.5994270648,1.0445615647,0.9719900998,0.9889598507,0.9634417080,0.8531702414,3.1940659656,1.1155890697,0.9276713375,0.9578567587
23,2459782.6149847135,0.2542650257,0.0000000000,True,1.0807094084,1.2528178407,0.9725297229,3.2958251951,0.8531137618,1.0572432129,0.9673057356,0.9145942837,,,0.9327397772,0.9489305422,1.3429416032,,1.0280984580,0.9714106697,0.6665674768,0.7482237680,0.6804870334,0.9369652152,0.8826616142,1.3259502501,1.2151568621,1.0098626475,0.0061131965,0.9898938315,,0.9842904006,0.9798448259,0.9323239540,,1.0376448619,1.0935948965,1.0182648636,0.8304153918,1.0156337926,1.0022303416,0.9799151223,0.9981227412,1.1297413919,,1.1462311446,0.9871538981,0.9509998311
24,2459782.6157393013,0.2545238756,0.0000000000,True,0.7297902870,1.3673730716,0.9895384565,2.0018433514,0.7673022036,1.0609687138,1.2045693280,0.9456682974,,,1.1109355035,0.3056320686,0.6827358739,,0.9723201097,0.4957382114,1.0100276420,1.1706752162,0.7608243084,0.8890319906,1.0358479440,0.4195604310,0.5433713735,1.1041731660,,0.9773639284,,1.2051530791,1.0066643905,1.1710178961,,0.9781426004,1.6270720758,1.0615918883,0.5799452378,1.0743422410,0.9695859261,0.9860493239,1.0148548241,1.2017698744,,,0.8854200606,0.9459306153
25,2459782.6164944498,0.2547829179,0.0000000000,True,0.6063369507,1.4418640858,1.1045383160,,0.6476198861,1.0586985156,1.1963033432,0.7697117382,,1.6519668118,1.0605846368,1.3542344088,0.4113359443,,0.9796679353,0.9799476006,0.8862860225,1.2848272578,1.4680318528,0.8401891450,0.9178976512,0.1049903744,1.1933137477,0.9457330109,1.5401596142,1.1347892892,,1.2180809549,1.0265095837,1.2967898480,,0.9720415817,1.4642856475,1.0453257103,0.6147044739,1.1651380244,1.0096821152,1.0488566834,1.0338450536,1.0727565342,0.2711199549,1.2964840973,0.8767161768,0.8815319964
26,2459782.6172491317,0.2550418001,0.0000000000,True,1.0572918511,1.3834380443,0.9080941873,,0.8459165595,0.7313688361,0.6408645981,1.0289637876,,,0.8319023016,0.5135311855,0.9589724041,,0.9194695603,1.2751201375,0.6017138649,1.2200365438,0.5218951221,0.9474080386,0.7861067011,,0.9846371269,0.7539909115,0.5295777594,0.9238229814,,0.9475796650,0.9336794093,0.7325569069,,1.0102247257,0.6155486964,1.0147270120,0.9144164287,0.8683236162,0.9122039423,0.9259840199,0.9275023451,0.9791412201,,,0.9082156483,1.0023972618
27,2459782.6180027309,0.2553003109,0.0000000000,True,1.1776629022,0.8646305370,0.9480131768,,1.3070567133,1.0506262084,0.4393704138,1.1328573716,,,0.9484757421,0.9782842778,,,1.1027004027,0.6561459229,0.8509927328,1.1091150168,,0.8299453881,0.7904878650,0.4120916927,0.6887476028,1.0137740518,0.8672843079,0.8959040246,,0.6668459712,0.9551401148,1.0229369147,,1.1057206835,1.7784507342,1.0977106470,0.6781966728,0.8689418411,0.9740926716,0.9508132219,0.9503869281,1.0341019480,1.0998276164,0.9822771546,0.9803275336,1.0472796075
28,2459782.6187564600,0.2555588663,0.0000000000,True,1.1097477683,0.7962496090,0.9368742379,0.6962754707,1.3097505709,0.7466773988,0.3504174991,0.9874440360,,,0.9898808948,1.2459226244,0.4798451397,,0.9000193515,0.4969304179,0.7713492309,0.5055825664,0.0970813433,0.8450494739,1.0003070502,1.4845865781,0.7959953941,0.9665925312,,0.9725314680,,0.9213440990,0.9461756396,0.9391556197,,1.0958269856,0.7110582121,1.1256535945,1.1975211857,0.8559755209,0.9506120673,0.9505661750,0.9617167103,1.0531298067,0.2484954877,0.7313672322,0.9933027551,1.0870614122
29,2459782.6195099610,0.2558173434,0.0000000000,True,0.8693459158,1.0965876629,1.0441378795,,0.4480984886,0.9465714605,0.8115165415,0.9540492296,,,1.1139879896,1.0908151439,1.7900214363,,1.0673553092,1.2148831957,0.8413052283,0.4847468693,1.4166981813,0.8258053008,0.9417205418,0.2079173914,1.2978633744,0.9329930830,,0.9639258388,,0.9426945509,1.0022185524,1.1688210023,,0.9804139651,,1.0876326689,1.1025855336,1.0374320416,0.9714226934,0.9971325265,1.0469601465,1.0887080627,1.0644167087,1.6827168400,0.9285079227,1.0143562046
30,2459782.6202637255,0.2560759109,0.0000000000,True,1.2156663389,0.9019508144,0.9685159022,0.8967252695,0.8800076577,0.7668176050,0.9678041000,1.0036403797,,,1.1234667733,1.0857472483,1.3873673904,,1.2836135982,1.1245272746,0.6207405032,0.6736367635,1.0588034236,1.0587038133,0.9519418270,0.8093398276,1.1353233217,0.9549369112,,0.9663696361,,1.0541289482,0.9733916812,1.1551792296,,1.0730350905,1.4322062568,1.0269510989,0.9077196342,0.9024082088,1.0042662283,0.9751630950,0.9264566441,0.9766797870,1.4440601055,0.1781447826,1.0084223985,1.0597736466
31,2459782.6210173583,0.2563344332,0.0000000000,True,0.9218499557,0.9574881432,0.9454975241,,1.1094426909,0.9035385739,0.6631883283,1.0495562260,,0.8459573536,0.8338197188,1.0989420148,0.5675750906,1.0770568640,0.9359620231,1.0001798939,0.1784264080,1.1406950236,0.0934706287,1.1238083662,0.8946621196,0.5452133227,1.2483243096,1.0371736513,2.2207805040,0.8774777416,,0.8805137113,0.9738907607,0.9097817695,,1.0954773052,0.9953707210,1.1662354147,1.1086953869,0.8877107838,0.9073668971,0.9412639141,1.0203973133,1.0555958173,0.9200348164,1.5088786508,0.9395935784,1.1165919879
32,2459782.6217716765,0.2565931906,0.0000000000,True,1.3108457544,0.8806985511,0.9702531560,1.3623648708,0.8804429964,0.8683762143,0.7909566010,0.9500149103,,,0.8377111624,1.2029390876,0.6893292250,,0.9609712384,0.9433769290,0.3938416081,1.1759487015,0.1880924820,1.1714895561,0.9930186804,0.7391799875,0.9070666339,0.9556995567,,0.9228950588,,1.0310637375,0.9601259191,0.4429337784,,1.1595472252,3.5644461838,1.0194319956,0.8738507356,0.9464781517,0.9257819707,0.9481096335,0.9279553344,0.8719210230,1.0650374531,0.9131870690,0.9979173554,0.9952952609
33,2459782.6225253418,0.2568517241,0.0000000000,True,1.6518562635,0.9236894546,0.9091928285,1.9809301262,1.2077148863,0.7527940910,0.7806352289,0.9980808685,,1.2703248626,0.8254109076,0.6903229163,0.6831782662,,1.0732397397,0.9874223082,0.2201015856,0.7532632705,0.4989476508,0.7930937028,0.8756982897,,1.0930876056,0.9370911071,,0.9419045075,,0.8083027250,0.9365413701,0.7412571553,,1.0452726414,0.0479399137,0.8945259697,1.3102710655,0.8226783772,0.9640734335,0.9327010385,0.8353143309,0.9905167721,1.5416678788,0.1891940666,1.0744459778,1.0186781832
34,2459782.6232786886,0.2571101483,0.0000000000,True,0.6788173568,1.3519520121,1.0313520660,,0.9794710766,1.2173655610,1.0832545494,1.0203191684,,,0.9472594597,1.3091538504,1.1954456361,,0.9456580349,0.7363291268,1.2949224597,1.4784386635,1.7122753087,1.0055813808,1.0684156560,1.2806339266,0.7731317264,1.1505308444,0.3764919038,1.0883370584,,0.9846827291,1.0465299762,0.9101300339,,0.9916354655,0.5007351940,1.0067672340,0.9893628088,1.1911251940,1.0453867736,1.0507570548,1.0598943947,1.1098635194,0.1190681897,2.1596154599,0.9059489967,0.9135481182
35,2459782.6240319675,0.2573685492,0.0000000000,True,1.0602092252,0.9811093213,1.0081549613,0.2075650695,0.7661322033,1.0007121963,1.5333465544,0.9781705335,,,0.9371166327,0.4876032026,0.7095667988,,0.9913286148,0.6122387508,0.3675466954,0.6295100562,1.2870372708,0.8876484401,0.9354060842,0.5629426298,1.5429911788,0.9815497538,,0.9940719686,,1.0850580585,0.9795124655,0.8017525100,,1.0134785853,0.1236313491,1.0307017219,0.9547354128,1.0001269534,0.9716811033,0.9891462385,0.9745797981,1.1218957769,1.3658242240,1.1313143112,0.9705803940,1.0011149441
36,2459782.6247849604,0.2576268521,0.0000000000,True,1.0268992670,0.7715012774,0.9008877715,0.4255558052,1.2223883899,0.7450356152,0.4836433151,1.1113997374,,,0.8398557059,0.6142315599,1.1883232065,,0.6821288585,1.3789855892,0.9659318094,0.6644960490,0.1016348317,1.1962227282,0.8446058587,1.1164068521,1.3173326753,0.8253559897,,1.0156411044,,0.9000517674,0.9334996510,1.0751511296,,1.1193374717,1.8055742589,1.1778381164,1.2546455360,0.6721298986,0.8372672763,0.9196812295,0.9543941910,1.1436521845,0.4787696005,0.6895161559,1.0022252951,1.1697489898
37,2459782.6255383315,0.2578852846,0.0000000000,True,0.8606920615,0.9941762917,0.9698141567,,1.0631529845,1.0575595593,1.1758176134,1.0921468400,,1.9729791330,0.9266486544,0.9637188305,0.5656884195,,0.8801861998,0.7373063092,0.3279113179,0.5295053148,0.5044356100,1.0867765961,0.8674296834,1.0579052720,0.7102901613,1.0673653415,0.4233762851,1.0039440810,,0.7315096355,0.9950443887,0.6132760001,,1.0054194183,0.0546744184,1.0903556209,0.9239831756,0.9820323831,0.9048341853,0.9764590720,1.0305296798,1.0008501128,1.0509244765,1.0626320675,0.9054986435,1.0331345434
38,2459782.6262915782,0.2581436745,0.0000000000,True,1.8785934498,0.9043729135,0.8608846112,0.6176939948,1.3808356143,0.8725921123,0.7288827157,0.9468815757,,,0.8318899086,1.5637511528,0.7308133669,0.5706640921,1.3264809364,0.8232837052,,0.8749602896,0.3178492761,0.7775799636,0.8884530748,1.5316627912,0.9456734538,0.6888681143,,0.8186009226,,0.9965372685,0.9178610652,0.9931888880,,1.1097190833,0.6886465240,0.9310374559,0.8231927555,0.8027009650,0.9592614896,0.8820263420,0.7297343409,0.9991047971,0.8150969768,0.2546887070,1.0644855784,0.9631964133
39,2459782.6270446549,0.2584020061,0.0000000000,True,0.8558799538,0.8387306211,1.0057817318,,0.9208821502,0.9334899613,0.9098110315,1.0729006756,,1.6735032967,1.0210093033,0.9322006965,1.2231005732,,0.8853558524,0.9870520639,1.0056332493,0.7562360759,1.8943849648,0.8738260587,0.8701839089,0.9035325713,1.4300035898,1.1335458986,,1.0076750373,,0.9736311794,0.9995690164,0.8326251931,,1.0014320531,0.8341166941,1.0787505799,0.9987716138,0.9519463088,0.9185972999,0.9647933126,1.0247826756,1.0689174543,0.7045953541,0.0805810668,0.9366345667,1.0756004683
40,2459782.6277982686,0.2586605218,0.0000000000,True,2.8305982420,0.2793366736,0.4990486291,,2.1134992742,0.4877378492,0.8342198044,0.7370748970,,,0.3829565756,0.5079087831,0.6322555659,,0.3503505287,0.8768391445,,0.9394851410,,0.1531150325,0.6242793626,,0.9628650308,0.4093191895,,0.3881039643,,0.5159074031,0.5926131792,0.0111873940,,1.5007520916,5.3742795150,1.0773715944,1.6347513860,0.2121733370,0.4917089167,0.5476620607,0.3654398964,0.6709085537,0.3012266488,,0.8465863903,0.8679542457
41,2459782.6285510119,0.2589187390,0.0000000000,True,1.1184608364,1.0618251283,0.9454776176,1.5207131193,1.1002021232,0.9622161531,0.5001259214,0.9621774430,,0.6307602386,1.0038249345,1.1741355646,0.7005615181,,0.9158349554,0.6891989797,1.9191321528,0.6397659366,0.8627941840,0.8935046647,1.0629752944,1.3140817624,0.7776222271,0.9727247564,,0.9631280666,,0.8740273452,0.9880734240,0.8893206872,,1.0658698564,,1.0495071800,1.0567699118,0.9734165562,0.9894399461,0.9849013628,0.9856339135,1.0294389819,,0.0934358415,1.0007650256,1.0344517888
42,2459782.6293042083,0.2591771117,0.0000000000,True,1.1444072388,0.7085805142,0.9171712489,,0.6974837273,0.7082542955,1.0795649747,0.9666855150,,,0.8872204592,1.0454453275,0.5550540239,2.1155828621,0.9040581611,0.9979144615,0.6347250594,0.8447071410,0.8855161715,0.8632806301,0.8031459005,0.9486849333,0.8711365563,0.9054032152,1.0481816553,0.8519609125,,0.9622223093,0.9598048101,0.4398880465,,1.0291022960,,1.0466380190,1.1673898788,0.8378547197,0.9100515250,0.9670673642,0.9400502446,0.9999404121,0.1223274322,0.3793364773,1.0035866723,1.0489704355
43,2459782.6300575892,0.2594355475,0.0000000000,True,1.4274527979,1.0002863655,0.9633558468,,0.9524753076,0.9425203429,1.2378239508,0.9428587661,,,0.9967687570,1.1376496013,1.0920214004,,0.9829427630,1.0697831474,0.2804816447,0.5704031863,0.8824771470,1.1711994693,1.0477102715,0.5605645527,0.5880138766,0.8875107055,0.6226474911,0.9933240520,,0.8213706102,0.9814715017,0.7050152274,,1.0686971751,0.5686354938,0.9345737742,0.9624435251,1.0394630145,0.9601557526,0.9512190637,0.8756274780,0.8881407269,0.8296907231,1.5721013240,1.0278554556,0.9529532108
44,2459782.6308108456,0.2596939408,0.0000000000,True,2.0252956334,0.6173577846,0.8703294697,0.6496285864,1.2214305779,0.8857170342,,0.9602860151,,1.1888960922,0.8378298462,1.1567357595,1.2263782082,,0.9678584157,1.4189493423,,0.6326497638,1.4675865169,0.9394240411,0.7179418028,0.6770444620,1.0563697448,0.9157399543,,0.8906612953,,0.8552313235,0.8949058398,0.5953132901,,1.1713879456,2.0731374368,0.8764505550,1.2804718966,0.6926664699,0.9314793309,0.8789960025,0.7620314915,1.0200439227,1.8515694968,0.9970996460,1.0540697476,0.9810939590
45,2459782.6315640048,0.2599523006,0.0000000000,True,1.2403320953,0.8935402108,0.9795095589,,1.0998458921,0.8949176435,0.4164651280,0.9096620276,,,0.9022972799,1.2735280191,1.1236584358,0.0350210478,0.9832686239,0.6928444716,0.7545265951,0.7678379632,1.3687361981,1.1255747563,0.8674346653,0.9340051849,0.9305611827,0.9995870659,0.0508632172,0.9792309937,,1.1174731748,0.9829628293,1.0240277071,,1.0463455182,0.6747135878,0.9674728849,1.1108989697,0.8899541673,0.9765097750,0.9500962879,0.8924220336,1.0199853579,0.8572756163,1.3478974329,1.0473915637,1.0563728456
46,2459782.6323167402,0.2602105151,0.0000000000,True,0.8762638318,1.0112492924,0.9939542919,,1.1532206590,0.9320245062,1.1171695807,1.0234777107,,1.7110054254,0.9819670924,0.8372359409,0.3963055499,,1.0127941031,0.8123168133,,1.0064840551,0.3046333694,0.9553578821,0.9624027739,1.4298448135,0.7883518344,0.8218453208,,0.9992648311,,0.8366509267,0.9999163778,0.4919498544,,0.9919461549,1.8550898651,1.0780920992,0.3117767393,0.9426157666,0.9250106859,0.9845553101,1.0124037172,0.9875402896,,,0.9718948789,1.0802782257
