slice,bjd_tdb,orbital_phase,historical_schedule_window_fraction,used_in_primary_ground_curve,tic_390988375_relative_brightness,tic_390988378_relative_brightness,tic_390988347_relative_brightness,tic_390988410_relative_brightness,tic_390988435_relative_brightness,tic_390988436_relative_brightness,tic_390988374_relative_brightness,tic_390988358_relative_brightness,tic_390988400_relative_brightness,tic_1845606942_relative_brightness,tic_390988325_relative_brightness,tic_390988426_relative_brightness,tic_390988448_relative_brightness,tic_390988407_relative_brightness,tic_390988312_relative_brightness,tic_390988462_relative_brightness,tic_390988315_relative_brightness,tic_390988392_relative_brightness,tic_390988472_relative_brightness,tic_390988304_relative_brightness,tic_390988341_relative_brightness,tic_390988440_relative_brightness,tic_390988463_relative_brightness,tic_390988452_relative_brightness,tic_390988307_relative_brightness,tic_390988399_relative_brightness,tic_390988366_relative_brightness,tic_390988316_relative_brightness,tic_390988286_relative_brightness,tic_390988425_relative_brightness,tic_390988421_relative_brightness,tic_390988342_relative_brightness,tic_390988456_relative_brightness,tic_390988350_relative_brightness,tic_390988287_relative_brightness,tic_1845610104_relative_brightness,tic_1845609659_relative_brightness,tic_390988444_relative_brightness,tic_390988453_relative_brightness,tic_390988278_relative_brightness,tic_390988513_relative_brightness,tic_1845606364_relative_brightness,tic_1845606859_relative_brightness,tic_1845607076_relative_brightness
174,2459782.7287457399,0.2932890238,0.9999994040,True,0.7789284466,0.6463087333,1.0084209760,0.6427052375,0.9487722585,0.8955447075,1.0331012027,0.9966160512,,1.1896336969,1.0556861898,0.6023823154,0.0231190171,0.2870859255,0.8235045422,1.0362601121,1.7061201238,0.6706024668,0.8359722698,0.9572121107,0.8079397443,0.7905868121,0.8778018070,1.0918677784,,0.9652629831,,0.7724393057,0.9740986788,0.7793405760,,0.9791958211,,1.1360029824,2.5003345329,0.7733293872,0.8989053210,0.9790628140,1.0542973147,1.4003151255,0.4850006944,1.3535355238,0.9522432361,1.1834991030
175,2459782.7294984516,0.2935472301,0.9999994040,True,0.3208524863,1.9717648080,1.0368119701,,0.6346750379,1.2166942740,1.1638254330,0.8801804911,,,1.2216708131,0.6517650942,1.5093125662,2.2581669898,0.9393955052,0.8368511202,1.0277030692,1.1952962819,1.5418067271,1.0278276894,1.0153468200,0.2906486875,1.3740986084,1.2398490215,1.6005080427,0.9986058073,,1.0384320089,1.0359855082,1.0448433116,2.9452520283,0.9012082406,1.0864903040,1.0564779259,0.4488719193,1.2333205764,0.8932187876,1.0142620932,1.1481487247,0.8859716206,,0.1405067564,0.6592004775,0.7971387422
176,2459782.7302514496,0.2938055347,0.9999994040,True,1.1717284331,1.0327010710,1.0022239973,,1.2392201992,1.0272717763,0.7803679620,1.0865483317,,2.1731383468,1.0181324314,1.4554668066,0.7939488547,0.7616950009,1.1953302909,0.9837787479,1.1828429110,1.0628276962,1.1344865146,0.9222889229,0.9480030538,0.5808601334,1.1738831905,1.0258721821,0.7825717177,0.9898427481,,1.1012068183,0.9885610828,1.0349834145,,1.0097791558,1.8431342577,1.0092895543,1.2512877124,0.9257761102,1.0334910794,0.9931166584,0.9838738789,1.0165773970,0.2323948692,0.0503621669,1.0439752267,1.0807020629
177,2459782.7310045240,0.2940638655,0.9999994040,True,1.0910502213,1.0908145885,1.0416385524,,1.0882246541,1.1440692460,1.4602677983,1.0037125887,,0.4271263238,0.9790412189,0.7237242281,1.5821140303,,1.0444221077,0.8096317263,1.3629968797,0.9042235860,0.3242498021,1.0437892456,1.0753572368,0.4971060083,1.0481230123,1.0847079381,0.3113993588,1.0291143525,,1.2846548376,1.0171084779,1.4045805568,,0.9961118787,0.7789134465,0.9565553078,1.2802585671,1.0616902797,1.0535692765,1.0131371463,0.9581693814,1.2327305871,,0.6831307592,1.0736259174,0.9845412098
178,2459782.7317572888,0.2943220900,0.9999994040,True,1.0369684370,1.1525254173,1.0618836682,1.3909958331,0.8732974419,1.1549724692,1.1274799483,1.0763821445,,0.9145444534,1.0292059603,0.4765968051,0.8180186167,0.2637607800,1.0946423752,1.1575597701,0.5524070424,0.9399176646,0.9883342618,0.9970627290,1.0734197500,0.5719290292,0.6958205606,1.0720309672,1.1376941459,1.0415013770,,1.2319569269,1.0295070376,1.1811133458,,0.9907346727,1.5171426566,0.9811475508,0.6867128776,1.1122867267,1.0388260805,1.0245331684,1.0120484997,0.9286532543,1.0896757785,1.3090072184,1.0172216143,0.9793820398
179,2459782.7325102086,0.2945803678,0.9999994040,True,1.1831631480,1.0378647507,1.0465002585,,1.0305116813,0.9125614915,1.0233155129,1.0492419982,,0.2484985523,0.9252714988,0.9172168946,1.0556532692,,0.8676714424,1.0842860522,1.4521173134,1.0472848533,0.0657890562,1.0672426000,1.0592040682,1.0707504881,0.7385567096,0.9950745388,0.0707960026,0.9909329663,,1.3784020440,1.0088925888,1.0546151288,,0.9739529136,0.8865273704,0.9106938009,1.3219422387,0.9827561667,1.0582552264,1.0264024707,0.9770532626,0.9559390543,0.4003034363,0.3889373760,1.0242182080,1.0465467958
180,2459782.7332626660,0.2948384869,0.9999994040,True,0.4237566562,1.3260934960,1.0770034216,,0.8224639987,1.2855184588,1.0028924708,1.0745959976,1.4023448778,0.3580681377,1.2628680033,1.2211858420,1.4751438469,,1.0348640004,0.8893138300,1.2412456061,1.0894587479,1.8183899271,1.0347362011,1.1007447777,1.5709109082,0.8204263033,1.0697638321,2.0188888802,1.1200503311,,1.0957690262,1.0647675040,1.6080726340,,0.9530070885,2.2610827588,1.0784319261,0.8661792135,1.2223580389,1.0323278030,1.0638361638,1.1289299207,1.1841262347,,1.7283377236,0.8192137175,0.8890809837
181,2459782.7340161237,0.2950969491,0.9999994040,True,0.7123686777,1.3719129550,1.0604378326,,0.9861045878,1.1510932101,1.0885739725,0.9943892523,,,1.0566724186,0.7921931248,1.5883788975,0.5152472745,0.8773200887,0.8516340212,0.9436924025,1.0579093744,1.3645854609,0.9969256603,1.0474614894,0.1509178655,,1.0480291216,0.4318972472,1.0825776332,,1.1133711149,1.0320353173,1.1124190351,,0.9632219777,1.1286162908,1.0187099303,1.2164388487,1.0927881886,1.0426502789,1.0487643278,1.0461153953,0.8788844400,,0.8050885364,0.9660564603,0.9846123173
182,2459782.7347689266,0.2953551868,0.9999994040,True,0.7880764127,1.3061101935,1.0584181811,,0.9986228402,1.1061793217,1.3305409976,0.9412343149,,1.5976246308,1.0756110512,1.1259409054,0.9146727633,,1.0896799179,0.5129382461,1.2005949490,0.9155021673,1.2786952169,1.1648033719,1.1953458244,1.6611385006,0.3177760737,0.8930471779,0.1265182476,1.0890616423,,1.1144565606,1.0369226173,1.3094937767,,0.9239203826,0.8072168597,0.9177532487,0.6584804219,1.1292403048,1.1193250774,1.0644426710,1.0283982952,0.9799184150,0.0853028703,,0.8834910113,0.9353585299
183,2459782.7355222134,0.2956135904,0.9999994040,True,0.7650877933,0.9628542504,1.0288453687,0.5212574439,0.9196525509,0.9019670215,1.0288062127,1.1016489913,0.6421171193,0.8757552153,1.1044640323,1.0684569350,1.0770709607,,0.8825362395,0.8807086531,2.0485988864,1.4868019357,0.8339616734,1.0246719014,0.9935465760,1.1568725253,1.3616630540,1.2372093532,0.2579016345,0.9625507800,,1.3325293636,1.0123224542,0.8574385556,,0.9839374045,,1.1263780705,1.5024553219,0.8792455428,0.9851252623,1.0065535467,1.0701302496,1.1921569064,0.7058402938,0.2136519404,1.0024267703,1.1806755587
184,2459782.7362753092,0.2958719285,0.9999994040,True,0.5639934821,1.3331106384,1.1028552563,,0.9004647706,1.1023882338,1.4624936651,0.9952064534,,1.2035559845,1.0874697368,1.0351964954,1.5298237803,,1.0000000000,1.1630826334,1.6351878984,1.1250438412,1.3175507482,1.1673291369,1.1387254914,0.1258304634,0.8361755646,1.0200494182,1.7183395050,1.0650223230,,0.9334265002,1.0554437862,1.2515665388,,0.9761517629,2.2298830807,1.0295997316,0.6704568899,1.2142858341,1.0346468495,1.0679907064,1.1010432380,0.9360588289,,1.5174455649,0.8694067569,0.9078412333
185,2459782.7370285932,0.2961303312,0.9999994040,True,1.0465770965,1.1531766697,1.0756063036,0.6931802929,0.8395366363,0.9669512701,0.7835422641,1.0570512250,,,1.0261281518,1.0869839384,1.1997905348,,1.1828621053,1.2810658890,0.9287798969,1.5060516657,1.1795137427,1.2345357138,1.1255004164,1.4137908113,0.8693805100,1.2416960900,0.7595411321,1.0708324054,,1.1348648543,1.0463692706,0.9263177618,,0.9840786882,0.5109079272,0.9066210005,0.9133695260,1.1475452131,1.1000459401,1.0213798669,0.9701993654,0.9795559996,1.0858723918,2.1592308899,1.0638435756,0.9539496552
186,2459782.7377808141,0.2963883692,0.9999994040,True,1.1090954955,0.9601919773,1.0701700051,0.3682324336,1.3111506934,1.1560343913,1.2201834582,1.0757370765,,1.9112046637,1.1322220721,1.3401028058,1.5270854249,0.1891056989,1.1198083700,0.8444076317,1.7236098175,1.1660451867,1.1527031549,1.0629003278,1.1523476267,0.3190993423,1.0895310076,0.9020597712,0.4404938553,1.0567153766,,1.0549286022,1.0491032557,1.0147099306,,1.0268651014,,0.9679609667,0.8297179014,1.0902080188,1.0835208030,1.0607219710,1.0001190842,0.9422904438,0.3262776040,1.4785451450,1.0975222861,1.0163880348
187,2459782.7385334913,0.2966465637,0.9999994040,True,0.7627282291,1.1695870973,1.1216893118,,0.5309537798,1.1548622697,1.4849216024,1.1363995777,,0.6984466592,1.1591222753,1.2508753951,0.5049093430,0.3485829990,1.1515020071,0.7010956894,1.5414872078,1.0267395197,1.8248527619,1.2632020760,1.1617664467,0.7687229568,0.7251929707,1.1055475642,,0.9883919589,,1.2159541729,1.0522535039,1.5659116366,,0.9895025085,0.0421465518,1.0398975570,1.1036518167,1.0348222309,1.0971634318,1.0811807100,1.1161112771,0.9536442698,1.8470505616,1.7570355842,1.0172778772,1.1255495617
188,2459782.7392867822,0.2969049688,0.9999994040,True,0.7154139203,1.0857900328,1.0891357617,,1.1270509628,1.0193143847,1.3290270306,1.1181720551,,,1.2262504531,1.1228933490,1.4248063156,0.1002091675,1.0358623501,0.8007510052,1.4210183147,0.8252083587,1.8646567604,1.2057738932,1.1045372304,1.2877327964,0.9672751362,1.1274344224,,1.1153512278,,1.0463694989,1.0561532401,1.3250335383,,0.9752189972,0.8391172375,1.0805410588,1.0463364654,1.1612087854,1.0680426077,1.0806654514,1.1287679915,0.9504261814,0.4943838808,2.1798249488,0.9231809698,0.9565725671
189,2459782.7400401402,0.2971633968,0.9999994040,True,1.1672593831,0.9931811215,0.9942829587,2.5729328483,0.9697928710,1.1628345208,0.9097665984,1.1652726538,,,1.0516550753,0.7050931570,1.3819886931,,1.1211143704,0.9949330247,1.2704414458,0.7407950357,1.7350685531,1.1182538594,1.0767381354,2.1642091279,0.8477660480,1.0100116833,0.9888098732,1.0619769288,,0.8773010347,1.0294404045,0.7978339848,,0.9803156662,0.1149317041,0.9503880093,0.5919719419,1.0541449020,1.0458755874,1.0175589016,0.9828029117,0.8853684065,1.4101861404,1.9582012478,1.0611000904,1.0247951910
190,2459782.7407929031,0.2974216207,0.9999994040,True,1.1170119065,0.8993508834,1.0991783281,4.0262366780,1.1049504263,1.0184302377,1.4100935056,1.2261867538,0.2884900348,1.7241706690,1.1754901528,1.0732801995,0.7474630776,,1.1763412745,1.1904363780,0.9632838932,0.3658488143,1.7724649161,1.3275874867,1.1142879897,1.2541886091,1.1591137196,1.0574126588,,1.0944043710,,1.2016371071,1.0371830838,1.2403914420,0.7699726667,0.9921739153,0.7865520752,0.9532311937,1.2608306103,1.0648360838,1.0748624109,1.0491184554,1.0226287174,1.0263702862,0.0372352880,1.1137447627,1.0620476899,1.0624579501
191,2459782.7415451775,0.2976796771,0.9999994040,True,0.8715096924,1.2026833244,1.0875392357,1.3286945217,0.9964999723,1.2296534244,0.9863530824,1.0825047854,,,1.1169099626,1.1920833066,1.2950598258,,1.0810745876,0.7155986238,0.8488115489,0.9369432775,1.9653029650,1.0568328185,1.1176083199,1.3094410930,0.6825454072,1.1179707902,,1.0952521126,,0.9586972980,1.0758843053,1.1112576556,,0.9717288906,0.6232060310,0.9957725336,1.0291423886,1.1891988000,1.1027745277,1.0978691149,1.0791415057,0.9463740442,,1.4310492089,1.0565268322,0.9716007332
192,2459782.7422982855,0.2979380194,0.9999994040,True,1.2321373599,0.9399722810,1.0739721524,0.0146667212,1.0891375304,0.9985411222,1.0457086730,1.2744413841,,0.6605821186,0.9659497329,1.3877240329,0.7394047508,,1.2182365237,0.4153489970,1.7589385421,0.9717979412,1.4601140647,1.1782248627,1.0795136728,1.3261384157,1.0105379369,1.0168380976,0.7182659416,1.0553059801,,0.8451196514,1.0144821690,1.0845597570,,1.0756155037,1.8540349816,1.0533293545,1.0368957056,0.9849792555,1.1014556668,1.0290774751,0.9851769518,1.0582160568,1.1406105416,1.0380826283,1.1095062891,1.1003887734
193,2459782.7430506404,0.2981961033,0.9999994040,True,0.4586333315,1.3568962766,1.1315793815,,0.7600355864,1.1801296370,0.8091052611,1.1553118084,,,1.2378110781,0.9463346834,1.4527000121,,1.2862706082,1.3116506311,0.9389612312,0.9679260322,0.9268129698,1.1660539821,1.1538380746,0.8178083878,1.2324394559,0.9130631553,1.1780533487,1.0988350010,,1.1002942878,1.0813124699,1.5643252591,,0.9545111582,1.1046968222,1.0308320162,0.7147950768,1.3077141296,1.1011741850,1.1020132028,1.1105476009,0.9859732304,,1.8819765794,0.8361931142,0.7876420415
194,2459782.7438030676,0.2984542121,0.9999994040,True,1.2744586987,0.9972239005,1.0485100319,0.4344219503,1.4136215163,1.1554737651,0.8976378901,1.1272995398,,,1.0150339320,1.2714306168,0.7278978600,,1.0780621948,0.7627946068,0.3741365175,0.8670717464,0.9211502222,1.1130585507,1.1993398098,1.5064563891,0.6330070271,1.2159566711,0.1245055708,1.0530984399,,1.1779561434,1.0316741564,1.3740360839,,0.9884886292,,0.9136550193,0.8671599708,1.0580419780,1.1182121070,1.0372997114,1.0003610676,1.0820045651,1.5493779439,1.4963900036,1.1107239057,1.0070140294
195,2459782.7445556736,0.2987123822,0.9999994040,True,0.7979227022,1.1565102880,1.1137232159,,0.8572775277,0.9556555670,0.9082841528,1.1605638853,,0.6945328633,1.1181040064,1.2886949411,0.9436725237,2.5169107300,1.2596873464,1.1951554075,0.8999437754,1.3775245759,1.2647592536,1.0935895275,1.2015474142,0.5928862916,0.7433242806,1.0438341875,0.2943399504,1.0822099302,,1.2005137228,1.0701648815,1.1827443494,,0.9813861450,1.7644935365,0.9791759838,0.8130439007,1.1691370748,1.1016617382,1.0900596941,1.0701743858,0.9559410720,,0.7194664203,1.0221684179,0.9498465639
196,2459782.7453087107,0.2989707002,0.9999994040,True,1.0188692456,1.1456495914,1.0952384039,,1.2659495454,1.1316607948,1.4003916403,1.3262038422,,1.4872741823,1.0002929753,1.0746360336,1.0275612904,,1.0962075586,1.2184727206,0.3073672440,1.0962293322,0.6545944954,1.2148046307,1.1564388327,1.7716719471,1.0221963938,1.0416763850,0.2569620553,0.9986640130,0.1579453733,0.9730469937,1.0505658599,1.0965458775,,1.0017263688,0.3274739031,0.9214501414,1.1443755465,1.0884839095,1.0729647387,1.0466392519,1.0119770098,0.9996161433,1.8970725520,1.9837381584,1.0955923828,1.0390409289
197,2459782.7460613889,0.2992288950,0.9999994040,True,1.0085387431,1.1142834183,1.0834783323,,1.2084273881,0.8419659847,0.7907240681,1.0477365272,,0.3257546940,1.0365420692,0.9853244014,1.0059840624,1.0690918712,1.0905913204,1.1640493100,,1.1960101980,1.1489275611,1.0374973842,1.0879439446,0.6224789570,1.0480190885,1.0665869156,1.0941340876,1.0606414130,,1.0280767170,1.0359090582,1.3492305198,,1.0254759234,,1.0387513496,0.8652599484,1.0828792839,1.0886241859,1.0478960413,1.0422835643,0.9023592754,1.6298164499,1.8345903120,1.1303262482,1.0600497742
198,2459782.7468153709,0.2994875371,0.9999994040,True,0.9570474578,1.1171763945,1.0638433662,1.1980907212,1.3350737787,1.1060312242,0.9385119927,1.0861823206,,1.8190445435,1.0601389399,1.3010023842,0.9273836517,1.0879240862,1.1067350762,0.8679998149,0.5864544689,1.2157626928,1.2421754788,1.2443475859,1.0792450523,0.8528303815,1.4724238088,1.2177800487,0.9815598375,1.0616449530,,1.1765766737,1.0532324522,1.1261285165,,1.0045949448,0.6061869736,0.9815217464,0.7950344366,1.1100125083,1.0773388806,1.0387291028,0.9749565058,0.9663990697,1.0304154216,1.0612773316,1.0318040418,1.0279184234
199,2459782.7475679070,0.2997456832,0.9999994040,True,0.9358206595,1.0533656520,1.0776932496,0.3761445896,1.2773866215,1.1116848484,0.9070332128,1.1200454144,2.4572828229,1.3498520731,1.1712963890,1.4872203799,1.1701861243,,1.3503436153,0.8201916978,1.2250389460,0.7781333546,0.9826784032,1.0565023441,1.1523741602,1.3767636154,0.5972277432,1.1037076750,0.8424779704,1.0296547560,,1.1283628063,1.0551307326,1.0050019021,,1.0002753682,0.6492584867,0.9943939317,0.9283063293,1.0930652598,1.1125968835,1.0837323402,1.0375859601,0.9639514226,1.3534853492,1.3425483497,1.0450697255,1.0492594297
200,2459782.7483209199,0.3000039929,0.9999994040,True,0.2009604650,3.2271322182,1.0130018054,,0.3502769941,1.2216442909,1.0551234658,0.6482915929,,,0.9888879365,0.8039450019,2.3444136082,,0.7376956116,1.1727943701,0.5014441026,0.9670542245,0.8350329728,0.9651990675,1.0313557687,,1.0320365214,0.9727865442,1.8031982310,0.9655208303,,1.1272888505,0.9612527196,0.9128587786,2.7965783113,0.7961410536,1.1573168775,1.0021155724,0.2496491427,1.3969367036,0.8117499562,0.9132988430,0.9454761213,0.9502597651,0.7240362056,1.7203254683,0.4712075845,0.5723973788
201,2459782.7490735962,0.3002621871,0.9999994040,True,1.0699213827,1.2625588748,1.0444654625,1.3447329617,1.3472831227,0.9456410937,1.0433609504,1.1726105873,,,0.9696481910,0.9743766313,1.1429759610,,0.9826986403,1.1084436702,0.4018483096,0.9965719375,0.8134348692,1.2006116898,1.1453366812,1.2678242555,1.0717663330,0.8880295206,1.4703950265,1.0053357694,,1.0699633882,1.0326591130,0.9872200503,,0.9763864556,0.7452290836,0.9767105579,0.9455946757,1.0719195284,1.0767896490,1.0355458702,0.9784752801,1.0222632877,1.8427266974,0.8638023319,1.0362180554,1.0501486308
202,2459782.7498263419,0.3005204051,0.9999994040,True,0.6991406964,1.1049414231,1.1474001126,,1.0116837812,1.2234023338,1.0179720107,1.1068514077,4.2520253567,1.3193252769,1.2203667476,1.3159707342,0.2727247917,,0.8441259609,0.6453426775,1.0403666121,0.5210697365,1.5188193922,1.2952506399,1.2164292052,,0.5990115264,1.2653787480,0.9520747981,0.9983708835,,1.1462223215,1.0696229759,1.2162457178,0.8418753562,0.9613097222,1.6348998272,0.9978866874,0.9802248937,1.1992563593,1.0897967011,1.1074745213,1.0998267800,1.1035500789,0.2124513031,1.6294668838,0.9344638711,0.8982237282
203,2459782.7505788938,0.3007785567,0.9999994040,True,1.4258385721,0.8236144672,0.9767991716,0.7493380387,1.6803779616,1.0059755555,1.2199436683,1.1015027158,,0.6150284678,0.9503760271,1.4514662790,1.3235343766,,1.0068796333,0.8204803756,1.3454810939,1.0173526503,0.4810965749,0.7850068959,0.9781995403,0.5593973949,0.8383531725,0.9425838133,1.9128392533,0.9723898344,,0.8787498823,0.9769936837,0.8566867933,,1.0214785761,0.3563268846,0.9745004689,1.3329615678,0.9080605656,1.0123102994,0.9924221663,0.9864862240,0.9742216306,2.0853951886,1.9215964270,1.0613728540,1.0464009635
204,2459782.7513317387,0.3010368087,0.1876706779,True,0.7642448637,1.0938003559,1.1326471519,,1.1735355252,1.1867788703,1.4657068325,1.1461577410,,0.3043684832,1.0958957554,0.9531152554,1.5831927501,0.0509714551,1.1399014015,0.9116995785,1.3111968328,0.9043341514,1.1982199775,1.2099831204,1.1298030855,0.7892356392,1.0039338047,1.0513898069,,1.0986004483,,1.2425357325,1.0622491029,1.5814314276,,0.9789548212,1.1438307596,1.0239422717,0.8971942127,1.1507061494,1.0611029076,1.0724407123,1.0817554786,1.0510257446,2.1960002909,2.1261400779,0.9802562249,0.9790718724
205,2459782.7520842613,0.3012949502,0.0000000000,True,1.0702383724,0.7815820211,1.0712325832,,1.2085172947,1.0544104071,1.2092441388,1.1086936032,0.5213849228,1.1221031318,1.1260067462,0.8693448156,0.9664663981,0.6154154109,1.1642226790,1.3136190818,0.9769843802,1.0979246222,1.0216730814,0.9624180152,1.1973088121,0.9828757832,1.1025975928,0.9294636717,1.0371860276,0.9747274810,,1.1653379079,1.0268857042,0.7937310697,,1.0116052198,9.4253013538,1.0560561097,0.7667054863,1.0000000000,1.0182476390,0.9998343532,1.0179086701,0.8940399284,,0.7229427868,1.0006481610,1.0834196696
206,2459782.7528368193,0.3015531038,0.0000000000,True,1.3030783441,1.0467951175,1.0378199967,1.5538980794,1.3409533964,1.2751233264,1.2431637711,1.1074330145,,0.9343395235,0.9356547098,1.1642547830,1.9901381339,,1.0984148174,0.8757890411,1.0245010725,0.9332864698,0.5916322626,1.1895935997,1.0662428969,0.9537137696,0.8817415014,0.9953300721,1.8223887445,0.9884510926,,0.9371698993,1.0174665579,1.4095713170,,0.9743990144,,0.8775831375,0.8749986058,1.0423804727,1.0623277794,1.0189971947,0.9362704661,1.0139985449,0.6173869972,0.7142206209,1.0393011165,0.9779767408
207,2459782.7535894997,0.3018112995,0.0000000000,True,0.9143071574,0.9781414595,1.0726519852,,1.1685797078,0.8933020728,1.0706688162,1.0827144231,,0.2261504022,1.0549005084,0.7834924729,0.8333863826,,1.0777517440,1.1224139985,1.1568264816,1.2583882286,0.7860225517,1.3668152075,1.1877661878,1.2684557531,0.6304038444,1.0159522420,,1.0362334759,,1.0463545529,1.0557985874,1.0334497557,,0.9778691997,0.7963524032,0.9855268276,1.0320263581,1.0993275049,1.0684635722,1.0559848761,1.0455355820,1.0174151120,,1.7769747051,0.9315153435,1.0039373017
208,2459782.7543420116,0.3020694373,0.0000000000,True,1.2759291776,0.9117164973,1.0724752582,0.3176721979,1.3982840409,1.1138223528,0.8638779851,1.1390200146,,,1.0074039362,0.6175318661,0.7050810191,,1.1234262577,0.8636475193,,0.9913510186,0.7401797295,0.9729946056,1.0326166643,1.7542186117,1.1563515616,1.0795618644,0.2672145869,0.9843291641,,0.8061727233,1.0176763239,0.8421167929,,1.0000000000,0.0540356187,0.9854720568,1.3873479722,1.0281629700,1.1022126341,1.0410682116,0.9953337359,1.0002957453,1.9201144311,1.1851089849,1.0408802808,1.0254113473
209,2459782.7550954781,0.3023279026,0.0000000000,True,0.5687610384,1.4481936821,1.1298131677,,0.9064064601,1.3230099055,1.2099422330,1.1294823196,,1.1278466763,1.2179412679,1.0004336027,1.3429923717,0.6277893428,0.9141400682,0.7167965892,0.9686592780,1.1673161817,1.5931342849,1.2228816719,1.2305795831,0.4901312644,0.9306306249,1.0787674893,2.1244679797,1.1048485409,,1.2095579505,1.0688651861,1.2199458779,,0.9458034281,1.2334503170,1.0332342175,1.0048164930,1.2548812914,1.0925793011,1.0710621699,1.1060547898,1.0481295334,0.4889301705,1.8058753296,0.8431158969,0.8375470570
210,2459782.7558484720,0.3025862057,0.0000000000,True,1.6404987244,1.0024948292,0.9942977334,0.8834500479,1.2204566276,1.0687214688,1.1132841183,1.1367618178,,1.4305570721,0.9060683315,0.9797065474,0.9050844714,,1.1984952751,0.8045976874,0.6805959040,1.3176144340,0.5250630201,1.0002598894,1.0569761209,0.6604078116,0.7903577368,1.1431804091,0.1970517641,1.0575186092,,1.1247838988,0.9814072796,0.9573390632,,1.0601549564,,0.9272261392,1.0982575547,0.9116136051,1.0551561901,1.0019721355,0.9318863960,0.8138320110,1.8845145427,0.4929605806,1.0969909423,1.0482428665
211,2459782.7566008535,0.3028442988,0.0000000000,True,0.8725615360,1.1487369758,1.1184174917,,0.9755958684,1.0307055233,1.4671314963,1.2290709773,0.9358157287,0.6828342348,1.0958146955,1.1604472745,1.2085198728,0.4808684695,1.0506944727,0.8190494685,1.8220589166,0.9388819636,1.5612774249,1.0355193625,1.1514863394,0.9790115677,0.8131566840,0.9729289618,1.0273814081,1.0029194410,,1.2971945535,1.0624277670,1.1940680585,,0.9857757875,1.1023757154,1.0092761339,1.3397541193,1.1531638799,1.1042319029,1.0921049516,1.0614996590,0.9942866037,0.2868562042,1.4575743908,0.9247650111,0.9574717210
212,2459782.7573540136,0.3031026590,0.0000000000,True,1.0830218428,0.9677789666,1.0536367394,,1.3418932685,0.9078791309,1.4458364766,1.1273863449,0.9619906513,,1.0189960087,0.9387817894,0.5831736229,,0.9161144689,1.2049238646,0.8086809101,0.8103565926,0.9407143008,1.1673263432,1.0500307604,0.4266844669,0.8274279218,1.1641148394,0.4744460417,1.0252137485,,0.8872831380,1.0330821570,1.3912051069,,1.0132881830,,1.0263659492,0.7163917692,1.0696853341,1.0825577680,1.0317401700,1.0211557646,1.0284318486,1.0000000000,,1.0372327268,1.0260357355
213,2459782.7581184660,0.3033648928,0.0000000000,True,0.2268910099,2.3692404264,1.0216410034,,0.7258077966,1.2353166792,1.8232210724,0.7612525542,,,1.0882950085,0.6467481167,2.2578504077,,0.9527604040,1.0807521481,1.9602923819,1.1784586753,1.1105909730,1.1513092343,0.9609552225,0.0406153698,1.1506538637,0.9581369932,2.6762538133,0.9106020283,,0.8585674014,0.9842762191,1.0805229025,4.9935524132,0.8267357881,1.8164188910,1.0578888846,0.2542895718,1.2625100707,0.7901989597,0.9542058004,1.0564289658,0.8826414727,,0.8154898642,0.4816416082,0.6674427588
214,2459782.7588714752,0.3036232012,0.0000000000,True,1.2692004616,1.1320711674,1.0654489335,,1.2978343442,1.0968532782,0.9777058532,1.0340648697,2.7934248778,0.1202782056,0.8441875139,1.2824013110,1.2935380425,0.7223077468,1.1678748686,0.3683990178,0.3299877907,1.3109254115,1.1233868382,1.1045462778,1.2283593770,1.1067477032,0.7717689463,0.9087656859,0.6436735631,0.9402517914,,0.9865701176,1.0279250773,0.9908254869,,0.9865064827,0.4589292034,0.9101137763,0.7367452993,1.0622300523,1.0862974810,1.0284860257,0.9669638532,0.8863905662,2.6647453747,0.9506397504,1.0724530550,0.9896726528
215,2459782.7596239583,0.3038813291,0.0000000000,True,1.1445567252,1.0997340461,1.0345379121,0.0761440041,0.7678765809,0.8132018280,1.2099684352,1.0149538184,0.4727550785,0.8123701286,1.1469977988,1.2158787343,1.2203804583,,1.0101394274,0.8950191056,0.9994720396,0.9754749882,1.0308417557,0.9487749722,1.0823412452,1.0145046648,1.0889137205,1.0012850893,0.5525685328,1.0341734200,,1.1071152878,1.0343944773,1.1035151683,,1.0073538439,2.0389213788,0.9741932213,0.7556222974,1.0551146415,1.1002914663,1.0556221413,1.0224126713,0.8667066839,0.6375249589,0.3062796558,1.0952692399,1.0678606936
216,2459782.7603768315,0.3041395909,0.0000000000,True,0.8424608748,1.0320045460,1.1592426953,,1.1131181334,0.9080255273,1.4932599424,1.1609807261,3.6162663315,0.8731672452,1.1409058589,0.6173479291,1.1483701170,0.0065525233,0.9623367287,0.8156355670,1.0005279604,1.4028102751,1.2040167997,1.0961128037,1.0879777457,1.8179252058,0.4968923888,0.9224858325,2.6327721070,1.0674462881,,1.0452567828,1.0667245757,1.2221300552,,0.9827133894,0.7180357762,1.0154993808,0.7863096936,1.1892219420,1.1140885557,1.1016531418,1.0674921365,0.9744282042,,0.3703560542,0.9467498041,0.9696383904
