frame,utc_midpoint,jd_utc,bjd_tdb,shift_x,shift_y,centroid_rms,background,target_x,target_y,header_shift_x,header_shift_y,registration_shift_x,registration_shift_y,flux_T1,flux_C2,flux_C3,flux_C4,flux_C5,flux_C6,flux_C7,flux_C8,flux_C9,flux_C10,flux_C11,flux_C12,flux_C13,flux_C14,flux_C15
TOI 3718.01-0034R_65.fit,2023-10-13T04:08:31.390,2460230.6725855325,2460230.676739512,-45.50718501194103,-90.07313701821181,0.5031236221418318,742.73388671875,1190.0668451930426,1806.0774361206352,-31.116227595690148,33.229446367146075,-44.0,-88.0,410237.70088531903,404988.97446576937,500485.42206562357,427684.3936661178,324951.15824784455,814778.8323463106,704640.4064088624,438394.5434583152,365788.3949051666,365897.56655760645,616049.9281188531,680257.2240738041,486399.540871089,425150.4080452204,713917.2828957961
TOI 3718.01-0035R_65.fit,2023-10-13T04:09:49.130,2460230.673485301,2460230.6776393466,-45.68565692299694,-92.78653019221247,0.4904729254719446,739.136474609375,1190.03153761449,1803.3667883646574,-31.1075339149224,35.99037455889266,-44.0,-92.0,406529.9592091236,398079.0804982922,488408.13317915006,422181.6874883842,318325.45933823986,801499.2721621289,691266.6198165787,430040.79338390555,358775.53336396546,359579.7660584501,602791.603941403,662729.6159737335,476542.74999523815,417375.2274233551,698495.7369935139
TOI 3718.01-0036R_65.fit,2023-10-13T04:11:06.800,2460230.674384259,2460230.678538371,-49.21089494494038,-95.34662805626749,0.5205828462544126,738.0736083984375,1186.6046689442908,1800.8876058808842,-31.1075339149224,35.99037455889266,-48.0,-96.0,408498.0368850507,402714.5381538139,499435.7861887814,426802.711652501,322219.7681110407,810400.3831226551,700455.3175283486,434940.98080967495,364794.28515993815,363394.31483300077,610437.6250013962,677149.9533533297,486269.28869517474,424359.7995805383,712662.4943763214
TOI 3718.01-0037R_65.fit,2023-10-13T04:12:24.540,2460230.675284028,2460230.679438206,-51.37343643389636,-98.35278415932407,0.50081809544505,726.21923828125,1184.4296005460508,1797.759054528566,-31.1075339149224,35.99037455889266,-52.0,-96.0,413251.58334942046,408273.9900153413,502703.25930182973,430577.1065988792,327240.2288389709,817369.400718179,706985.0647690048,439950.5790399376,367796.90295150527,367586.45754969027,619119.9777818841,681621.7018038854,491368.96567476937,429622.34475144686,717320.8357759896
TOI 3718.01-0038R_65.fit,2023-10-13T04:13:42.320,2460230.6761842594,2460230.6803385033,-52.886389719866656,-101.02726005256773,0.5197695035017362,719.7841491699219,1182.8121535818566,1795.095982119344,-31.09884023415465,38.75130275063924,-52.0,-100.0,411379.9608451943,403818.6375278757,498852.73448749154,427947.2161481178,324481.16429382283,812825.6105768931,703032.7830315832,436318.5135410407,367725.38303103216,362508.13914761634,614523.937242301,678728.8994463226,490440.70655635,428904.8577545298,711289.6467135067
TOI 3718.01-0039R_65.fit,2023-10-13T04:15:00.070,2460230.6770841437,2460230.681238454,-54.66531000546604,-105.35934899756296,0.49135011238844173,717.1621704101562,1181.1494873999766,1790.7518118230005,-31.09884023415465,38.75130275063924,-56.0,-104.0,413010.4421993189,407317.60814564757,503545.2432065833,429603.51107966877,325892.20815526485,820146.5677406791,706730.5469122916,438381.67870951083,370097.72012372,365427.85870486696,615818.5403543237,684705.1706232406,491074.2630274836,428496.3856216094,712905.0309411463
TOI 3718.01-0040R_65.fit,2023-10-13T04:16:17.790,2460230.6779836807,2460230.6821380565,-55.40663922775377,-107.3080026316253,0.5113618571423199,714.6163330078125,1180.3211594708816,1788.882800670672,-31.09884023415465,38.75130275063924,-56.0,-108.0,412122.3914667837,400392.57871304126,498329.96239778504,424585.1278567639,326281.71426253545,813091.0373970859,703095.0560509588,438680.05794398277,368011.352212223,361649.9102458386,616464.7532735639,680635.0309310389,488271.10949990654,427106.2818232236,710478.1370613712
TOI 3718.01-0041R_65.fit,2023-10-13T04:17:35.490,2460230.6788829863,2460230.683037428,-55.03553920974082,-111.88869631973512,0.590338451685957,707.6818237304688,1180.850736022189,1784.0831942638415,-31.090146553386678,41.51223094245645,-56.0,-112.0,417202.3602429365,408029.25999263546,504463.29426536965,430917.9078752992,328931.3568873318,821582.1243283412,709005.9494355398,440953.63163658755,368991.53211958834,367613.45632296137,618943.067612346,684956.2311068248,491604.7050367384,429426.742981176,718864.8330176603
TOI 3718.01-0042R_65.fit,2023-10-13T04:18:53.190,2460230.679782292,2460230.6839368,-54.505683560744046,-111.9665873601947,0.4809953283826506,708.6431579589844,1181.1727226753028,1784.2402617200428,-31.090146553386678,41.51223094245645,-56.0,-112.0,407483.5907429727,400100.8280913923,493758.14294558263,425405.05676342594,323834.6848501499,806087.9745837916,698273.5708066237,434699.4816738955,362661.65697322786,360869.59504957066,612932.6041877565,674956.1962707863,483849.85222309513,424587.3186380761,705473.4109190322
TOI 3718.01-0043R_65.fit,2023-10-13T04:20:10.860,2460230.68068125,2460230.684835824,-55.277673134762836,-115.23888011604708,0.5245910691160071,700.1568298339844,1180.4805191896976,1780.9674869858436,-31.08145287261893,44.273159134203034,-56.0,-116.0,410797.2100859268,406265.05614458746,499904.62996170786,429816.7003215982,325578.53062378615,815085.7403474469,707023.9128540151,442079.59241027385,368726.19022059557,363902.80380943324,614733.8044749342,682006.5766389796,487781.95044531405,426575.55954161834,714214.5074490152
TOI 3718.01-0044R_65.fit,2023-10-13T04:21:28.610,2460230.6815811344,2460230.6857357747,-55.47432575278151,-119.02097287998731,0.5941865647859632,703.4716796875,1180.1867501366478,1777.002213491804,-31.08145287261893,44.273159134203034,-56.0,-120.0,403585.5474045861,396208.03958365147,491704.4838598239,418646.53326293814,317820.4005890995,800074.6789478542,688154.3218419943,432120.3443177043,360430.8387133047,358382.89340642665,604213.1617064526,666256.4464032948,476804.0633185246,419881.4008961051,701115.5250518782
TOI 3718.01-0045R_65.fit,2023-10-13T04:22:46.380,2460230.6824812503,2460230.6866359566,-56.51190351958371,-120.2180350054814,0.5238658268514058,706.0822143554688,1179.2019129750686,1775.9320892116698,-31.08145287261893,44.273159134203034,-56.0,-120.0,404905.87497710215,394910.8453516554,489549.4396963896,419191.7945331279,319634.51165040676,796728.7032759553,693309.4272707774,431567.3487522368,361217.59012783074,355114.914869732,603207.2624294918,667136.0626666262,480823.95503992145,421174.6985191769,696282.8724448178
TOI 3718.01-0046R_65.fit,2023-10-13T04:24:04.140,2460230.68338125,2460230.687536022,-55.409369070711136,-124.03765863287208,0.5064311391190419,699.39794921875,1180.27700165504,1772.0697513715497,-31.07275919185118,47.03408732594961,-56.0,-124.0,405016.6114281806,395800.07206135173,492556.2561853933,421792.6817353779,318904.41213360894,800732.948766264,688131.0681141231,430310.69900077244,362435.6233535771,357723.5226450673,603516.4202358169,670860.3397479821,480660.72314488934,418009.82175591844,702929.1887733325
TOI 3718.01-0047R_65.fit,2023-10-13T04:25:21.890,2460230.6842811345,2460230.6884359727,-57.1049352221828,-125.81720733797658,0.5647572271671437,692.7554626464844,1178.635593300704,1770.4183074828893,-31.07275919185118,47.03408732594961,-56.0,-128.0,408384.9539903918,401666.2899444862,496051.9522795172,425994.8468768436,322697.8883069131,804709.9085164097,699002.5277451662,438533.8408070494,366531.29697061714,360649.7368589953,611503.6223546031,676051.0852449135,485486.4020803544,426423.6130614466,708960.8844838043
TOI 3718.01-0048R_65.fit,2023-10-13T04:26:39.600,2460230.6851805556,2460230.68933546,-60.10152609927991,-129.30356523704518,0.5478650429383469,689.9058837890625,1175.6236005252501,1766.8215942723155,-31.07275919185118,47.03408732594961,-60.0,-128.0,414343.3014005893,404363.1039982524,502088.7400523041,427288.1734401998,328277.8537933215,815061.1197704832,708488.9911671225,442644.9064857075,370847.69911038375,364170.14975197974,619680.5379776626,685815.208481116,494460.8385906584,431440.1938622241,713383.0949517478
TOI 3718.01-0049R_65.fit,2023-10-13T04:27:57.310,2460230.686079977,2460230.6902349475,-59.29831863140839,-130.84352435239157,0.5241986688227297,683.2308349609375,1176.357261000423,1765.39909249666,-62.284617275880976,49.89332358360045,-60.0,-132.0,414050.06714837207,404318.4763157134,499398.8483497205,429201.3713716421,325020.2393586087,812724.5746871491,705356.3297205394,441312.3361106847,369779.6672998968,363309.8714545588,618491.9652726982,679896.8070430843,489732.96410970844,430789.27766843606,713510.4966583243
TOI 3718.01-0050R_65.fit,2023-10-13T04:29:15.030,2460230.686979514,2460230.6911345506,-57.32443383708926,-133.42813960381454,0.5209337569800018,686.9255981445312,1178.367122942343,1762.7283513440266,-62.284617275880976,49.89332358360045,-56.0,-132.0,409546.97684950265,401192.0634644468,498981.1438691991,423752.47123340855,324507.14514731814,807951.7498156254,706174.5151482131,437175.05103111826,367490.5429596099,361549.99778391945,614046.3238310339,679988.672354736,489082.6870639166,428821.8037160437,708357.0591380901
TOI 3718.01-0051R_65.fit,2023-10-13T04:30:32.780,2460230.687879398,2460230.6920345,-58.801922858311286,-134.5890688470763,0.491322672022927,684.4124450683594,1176.760097546423,1761.6511499213818,-62.284617275880976,49.89332358360045,-56.0,-136.0,404798.29707230185,395981.3148947152,491508.52153484256,422831.43395692366,319896.3320376269,798274.7909793071,694048.3629721593,433024.9165679917,364191.68712825386,356534.4036173499,606227.107789747,673184.1690422773,484857.55524722673,421150.33656325587,698521.3099380094
TOI 3718.01-0052R_65.fit,2023-10-13T04:31:50.560,2460230.6887796298,2460230.692934798,-59.31955531505571,-139.76361482256743,0.5803242785407595,681.4994506835938,1176.3262899524977,1756.3164433527206,-62.27592359511323,52.65425177534703,-60.0,-140.0,408683.3909708507,401712.8350475894,493931.79571497894,425112.3715894718,324040.8915090554,802243.9705765758,698449.6116868289,433409.3851424572,364746.03907288983,362132.986097101,612438.6368919357,674793.4689280901,484302.60311620194,423192.4209676328,704990.1215416968
TOI 3718.01-0053R_65.fit,2023-10-13T04:33:08.310,2460230.689679514,2460230.6938347486,-60.360878110067915,-139.98120853529508,0.51940116137453,677.0145263671875,1175.3548089227706,1756.2613826868348,-62.27592359511323,52.65425177534703,-60.0,-140.0,413826.00962745014,403889.6672888183,501366.30974027875,430474.2593723241,325756.82913760666,809365.4713859564,708503.7099125508,440461.33516854944,371366.10777687375,364535.8373668591,620023.1149251501,684875.8750649655,495306.1644730401,428793.10382879805,706600.2165984155
TOI 3718.01-0054R_65.fit,2023-10-13T04:34:26.090,2460230.6905797455,2460230.694735046,-59.307465249084316,-143.56393268964098,0.5600538468508972,674.3017578125,1176.384487204659,1752.4532088441485,-62.27592359511323,52.65425177534703,-60.0,-144.0,406524.1487609914,397419.1021738633,494028.49010416935,421770.9264398931,321440.80894657946,798635.8386585385,697349.148789443,432634.94245781086,364150.17926225264,357060.82612686127,612199.0411544635,673869.4993854598,487879.0171342917,423448.49069632706,699261.2523182057
TOI 3718.01-0055R_65.fit,2023-10-13T04:35:43.770,2460230.6914788196,2460230.6956341863,-59.91476973637555,-145.3129456509788,0.5056989333499328,674.0207214355469,1175.7921890171706,1750.897624274561,-62.26722991434525,55.415179967164235,-60.0,-144.0,411159.95559355395,400595.42641679256,497316.33007370355,424208.329051713,323966.0526915055,801143.1048334966,705259.7867371036,438407.92689909413,368024.61930354673,361304.5904117335,617851.4924512766,679909.1594659175,489566.75499964494,425317.876439512,707771.5345228934
TOI 3718.01-0056R_65.fit,2023-10-13T04:37:01.540,2460230.6923789354,2460230.6965343677,-60.26235996375203,-148.9995923951767,0.5871139270433638,671.579833984375,1175.3914886525167,1747.228877939818,-62.26722991434525,55.415179967164235,-60.0,-148.0,410572.26597970526,399054.97414667974,496685.8544805256,426458.46347428963,325157.9343606615,802182.4164447535,701383.3430926328,437355.3983630636,363609.67658154224,359528.12873015355,612302.3277280923,681000.7090440922,487727.4332807679,424465.5756507908,706019.5181882366
TOI 3718.01-0057R_65.fit,2023-10-13T04:38:19.260,2460230.6932784724,2460230.697433971,-64.2604099726741,-151.4757259315295,0.5941539996299955,671.1821899414062,1171.459643381003,1744.8026383702445,-62.26722991434525,55.415179967164235,-64.0,-152.0,407822.4092049333,396769.07650048693,492120.9559923768,425084.53249827935,321293.9193629137,798469.6499495641,693652.5760947346,434383.9966405713,363251.03696410207,357548.9624924109,608143.8792866179,671892.0831776997,485624.3249578459,420003.210189731,701111.972583634
TOI 3718.01-0058R_65.fit,2023-10-13T04:39:37.000,2460230.694178241,2460230.6983338054,-68.11795730547101,-157.95296370809365,0.5766770523632258,674.71240234375,1167.5204935842705,1738.2710705734457,-62.2585362335775,58.17610815891082,-68.0,-160.0,403385.719698502,392040.02694011736,485990.33903641277,417854.38613034785,317958.8842209033,789433.9607239385,685904.9824431773,428199.5084733615,357185.9889398047,353227.30075778044,601350.8542195748,667004.3049556527,477755.72326373524,417062.7403655589,696533.148303616
TOI 3718.01-0059R_65.fit,2023-10-13T04:40:54.720,2460230.695077778,2460230.6992334086,-68.393055390384,-159.32996977852395,0.5843628979261773,668.1736450195312,1167.1922818082414,1736.8848028460097,-62.2585362335775,58.17610815891082,-68.0,-160.0,407229.36951791553,395783.7701431699,492869.19449911267,422145.3578912382,325290.27817963815,793987.8348494447,701097.9185300625,434600.1903514272,365232.23939179385,356219.7025315708,612246.1707560977,677209.1223177748,487445.57406991796,426544.0354454047,698003.1932151215
TOI 3718.01-0060R_65.fit,2023-10-13T04:42:12.460,2460230.6959775463,2460230.7001332426,-70.3275932064929,-164.2032165556741,0.5483947435216985,657.6670532226562,1165.281012472708,1731.9830070376513,-62.2585362335775,58.17610815891082,-68.0,-164.0,412106.9949272539,399605.9715345752,500116.99648945156,427995.02249721717,326204.7901617245,801509.4738408355,706973.5095528683,440702.05971720885,369345.28759055195,361438.45276659785,617991.3738367434,682523.4221962343,492037.29638310045,430958.56985402305,707519.3908547151
TOI 3718.01-0061R_65.fit,2023-10-13T04:43:30.280,2460230.696878241,2460230.7010340034,-73.28889175103234,-166.66063758143127,0.5628571869807093,650.4203186035156,1162.2786665577073,1729.5683975243476,-62.24984255280975,60.9370363506574,-72.0,-168.0,412555.87141027115,401699.4289386846,501721.2080094141,428350.18684670026,327961.1375450168,803277.9921150593,711197.7741971747,439063.85650717164,369729.0428406151,360152.3938948278,620791.0877019033,682210.8404602245,494970.6928763404,431205.947240208,710765.227435889
TOI 3718.01-0062R_65.fit,2023-10-13T04:44:47.970,2460230.6977774305,2460230.701933259,-73.6239968487514,-169.80188808159937,0.5596384626293208,640.1541442871094,1162.1325479158775,1726.3803323202033,-62.24984255280975,60.9370363506574,-72.0,-168.0,408374.13408508885,399711.8433659904,502898.12895456207,427752.88743582356,323827.95473685575,801410.7561092441,700410.7294351765,437069.6600443402,366758.78278505267,360124.8612993931,613278.8256725809,679709.7058601389,486770.3540505851,424882.52054934757,707133.2864986729
TOI 3718.01-0063R_65.fit,2023-10-13T04:46:05.670,2460230.698676736,2460230.7028326304,-76.01455927335337,-172.7341383883968,0.5456546498452015,640.1327514648438,1159.6535967910836,1723.5415929736187,-93.47039431760753,61.03534441649103,-76.0,-172.0,406359.1535838744,391100.6463893404,499517.805435441,418446.26791972364,323414.5328255617,785880.7116964634,699026.1815892772,434925.19719088334,363031.99221949565,353456.55943959765,607958.799262054,675877.8338940482,486340.5000647282,425063.188881399,696118.8401538088
TOI 3718.01-0064R_65.fit,2023-10-13T04:47:23.350,2460230.69957581,2460230.7037317706,-74.88074281007414,-175.53880331576033,0.5925840774422507,634.2371520996094,1160.7513405834745,1720.6716779151857,-93.46170063683957,63.796272608308236,-72.0,-176.0,410854.8985907674,400221.559781895,507895.471898236,423928.02072520286,325083.08911336004,800733.3824412014,705300.6006197978,438626.0127685564,367933.52968366124,360550.98984099296,614758.324490299,682150.8044317042,490134.8613304428,426821.01896100794,710626.8007952091
TOI 3718.01-0065R_65.fit,2023-10-13T04:48:41.120,2460230.700475926,2460230.7046319526,-74.63748382668291,-176.9865313549767,0.5359803400909048,634.0409545898438,1160.9612493546463,1719.2187881216973,-93.46170063683957,63.796272608308236,-72.0,-176.0,407254.3252544487,395091.15395412524,502068.24110355054,422052.0509398638,324002.5690839508,788038.3270907487,702255.4444758834,432639.30574324046,363866.4173130626,354510.8270105487,608428.7313662632,675019.5430960611,486906.2839990761,425065.5802672699,699067.3319922385
TOI 3718.01-0066R_65.fit,2023-10-13T04:49:58.940,2460230.70137662,2460230.705532713,-72.22364025463696,-180.85781497035282,0.5761066765450792,635.2963256835938,1163.4449324206757,1715.2453597552912,-93.46170063683957,63.796272608308236,-72.0,-180.0,409971.33905215585,394757.2874820489,504681.2755125864,424154.3866745811,322979.61453344446,796263.4878139022,702352.7976577007,435380.3092431463,364267.2471124717,357655.59122874436,612579.4265275621,678487.8284266277,488262.2954910641,427648.371259313,704033.7980343519
TOI 3718.01-0067R_65.fit,2023-10-13T04:51:16.650,2460230.7022760417,2460230.7064322,-72.73115250327612,-182.08918087491884,0.5889758243514646,637.1475219726562,1162.9585143933418,1714.1211666688782,-93.45300695607182,66.55720080005482,-72.0,-184.0,407461.56457129226,394172.5529997534,504148.30023030797,423829.85531887645,325064.5366480706,793049.2777513517,699871.0064466086,434852.2502530919,363619.82697838824,354934.54563563364,614030.8368651532,675679.9770374108,487453.93826629466,426805.2301836106,705536.2069711519
TOI 3718.01-0068R_65.fit,2023-10-13T04:52:34.370,2460230.7031755787,2460230.707331803,-72.89185159717476,-185.05393471757316,0.5311808092141319,636.5852355957031,1162.81755997102,1711.074396623356,-93.45300695607182,66.55720080005482,-72.0,-184.0,402718.822878688,388395.9008171999,494936.6464259187,414612.49734994746,318255.1530371205,783816.308345388,691419.4042770418,428888.2676466332,358995.0124561219,351129.2287797247,603655.4001790942,665556.2809052992,478354.88430085,417810.9979246856,690720.6503972408
TOI 3718.01-0069R_65.fit,2023-10-13T04:53:52.160,2460230.704075926,2460230.7082322165,-75.78395809394817,-187.0443818484373,0.5525252795616798,638.9570922851562,1159.791126493882,1709.1497127181676,-93.45300695607182,66.55720080005482,-76.0,-188.0,402888.306944565,388624.1121146904,494043.3043396655,415849.5168121953,319754.7231696449,780159.7214549533,692292.4487402041,429877.34978258435,359108.07055692276,353108.84632639016,602780.1941537313,668043.3059693868,483422.3152694178,421450.59036021424,693314.0108050168
TOI 3718.01-0070R_65.fit,2023-10-13T04:55:09.910,2460230.7049758104,2460230.7091321666,-77.65790211424451,-190.7268955610914,0.57314583071179,633.5220947265625,1158.0463923126408,1705.4192989728167,-93.45300695607182,66.55720080005482,-76.0,-192.0,406088.89236091636,392506.0684467105,498727.5320928114,419933.7011416828,320418.6213018389,790632.6960768804,696686.1662564643,432854.0275009823,362690.69176366075,355985.60539821076,608434.3557217217,672763.7518700307,485459.8361659916,423221.92709368933,702369.9840173317
TOI 3718.01-0071R_65.fit,2023-10-13T04:56:27.650,2460230.705875579,2460230.710032001,-77.1657712914946,-193.0117425213317,0.5282658974236287,701.7140808105469,1158.3870709491273,1703.2118202081654,-93.44431327530407,69.3181289918014,-76.0,-192.0,357590.88210059796,346070.79933845776,438178.90737209795,369600.0554134734,284524.2150450784,700009.636970641,617692.26337192,384928.0597522693,321619.853025006,314658.6925413292,539286.2820033174,595993.8698930381,427925.01290565764,376561.8246626104,619849.4910910965
TOI 3718.01-0072R_65.fit,2023-10-13T04:57:45.390,2460230.7067753472,2460230.7109318357,-79.51923887405792,-197.09814423405453,0.5890655861933441,634.710205078125,1156.0602397204261,1699.0680834446725,-93.44431327530407,69.3181289918014,-80.0,-196.0,399682.4192310695,384399.5633814995,486703.41123513,409812.40367603046,314865.1874698723,767562.9345978821,692062.0265912327,424225.1626015633,356397.54863525234,346557.5494692399,597042.3903862559,658195.179247856,479347.3240243763,417537.43199163163,682528.8837650853
TOI 3718.01-0073R_65.fit,2023-10-13T04:59:03.190,2460230.7076758104,2460230.7118323646,-79.87248637814776,-197.92512996229266,0.5771468791578546,623.4253540039062,1155.8105321110343,1698.4261474728062,-93.44431327530407,69.3181289918014,-80.0,-200.0,403990.283688665,388742.1208831699,490232.6262940123,414196.57706493814,316119.3623563626,778131.8411502935,693948.3362899949,431586.9099034703,361237.6717874239,350093.9346699007,604474.2547759835,667800.7176937666,480555.52235706896,418300.53291540866,694817.6816603686
TOI 3718.01-0074R_65.fit,2023-10-13T05:00:20.890,2460230.708575116,2460230.7127317362,-81.32926948084673,-201.53065364009763,0.5939493046315262,615.101318359375,1154.3425240522254,1694.6645205268285,-124.65617135944032,72.17736524945256,-80.0,-200.0,404015.7636269464,385892.8043654206,490519.1421028796,416829.05503253,316968.34492007125,774543.1824239957,694665.6675787251,427494.4516001254,358236.2726306032,350347.20929981675,602830.3989007875,667698.5596413696,479880.33063829684,422590.5687641574,691894.6601977616
TOI 3718.01-0075R_65.fit,2023-10-13T05:01:38.570,2460230.7094741897,2460230.7136308756,-82.4474963970082,-204.1378332820541,0.5293811221337233,611.8642578125,1153.0630540482352,1692.0970173355868,-124.65617135944032,72.17736524945256,-80.0,-204.0,401964.1647378271,384516.52106739685,489385.6887261745,413252.76180248393,316899.7065566668,770621.1032570472,692490.5809751297,427979.6420798189,358935.6840190386,345565.3205569457,597909.2432180869,661269.4774873303,480955.253084216,419922.7439910517,687936.5214867503
TOI 3718.01-0076R_65.fit,2023-10-13T05:02:56.270,2460230.7103734952,2460230.7145302473,-84.12424095982965,-208.79915129397432,0.619113585629254,615.2506713867188,1151.470991021592,1687.3373782264603,-124.65617135944032,72.17736524945256,-84.0,-208.0,398715.143112204,383069.7730417381,493469.2458796589,407918.13001781225,312777.60576679313,763828.8361475841,684975.8004388709,422661.04767405696,355292.40559354797,342787.93730057654,593946.5737723589,656326.3224105585,477551.40878133493,414599.13151503645,683829.1554204928
TOI 3718.01-0077R_65.fit,2023-10-13T05:04:14.040,2460230.711273611,2460230.715430429,-84.55700488956631,-210.62465655973665,0.556975513523972,612.7830810546875,1151.1835764263756,1685.6464125229832,-124.65617135944032,72.17736524945256,-84.0,-212.0,403842.613869578,390166.54473952856,501124.1280834924,419279.08030264766,317689.9740155424,775541.8969726807,693185.6255035151,429911.7229308382,360675.188242319,351593.1751500848,604567.9502936003,668557.5024052076,482727.6003319075,421001.07074565307,694532.9502865981
TOI 3718.01-0078R_65.fit,2023-10-13T05:05:31.770,2460230.712173264,2460230.716330148,-86.80929761581797,-213.90739949107342,0.631287029507733,625.0135498046875,1148.8147083615063,1682.2161233932509,-124.64747767867257,74.93829344119915,-88.0,-212.0,393129.16511367064,376609.8836423963,479589.62883606134,402548.15879399725,311467.36305431416,746465.1684412737,677074.0421876402,419523.3474845694,352583.7526794638,336468.5707998928,588053.8353517441,653082.2514311802,472762.829525254,412350.8679526111,666478.4235618041
TOI 3718.01-0079R_65.fit,2023-10-13T05:06:49.600,2460230.713074074,2460230.717231024,-85.72970549065303,-215.11206843850346,0.5700646533913489,822.1559753417969,1149.8364689597752,1681.1100093980056,-124.64747767867257,74.93829344119915,-84.0,-216.0,298356.85962473496,289980.59232917,363707.6373973839,313668.00277527387,234130.12153155543,577179.0558705706,506885.00534567377,319160.5783309393,265389.21860176395,263644.4069747288,447240.0022550144,495681.8595217122,356325.2806768635,308433.3977659618,524849.4280343126
TOI 3718.01-0080R_65.fit,2023-10-13T05:08:07.300,2460230.7139733797,2460230.7181303953,-86.56083367850817,-219.0493383470764,0.601441316881717,1082.4371337890625,1148.9588976889218,1677.1252022831047,-124.64747767867257,74.93829344119915,-88.0,-220.0,206788.2558155117,192091.08871954505,248878.2829645963,206476.95512575598,162615.5437750013,372130.0481187827,367335.6785721857,219104.36836387007,189445.78863969725,163176.11753520777,315768.0629297608,340374.10610620666,257866.0660871818,228755.96958385198,308721.14875358273
TOI 3718.01-0081R_65.fit,2023-10-13T05:09:25.020,2460230.7148729167,2460230.7190299984,-88.41776877602729,-222.19969141343063,0.6087199340760466,820.6487426757812,1147.195400648128,1674.0259317701855,-124.64747767867257,74.93829344119915,-88.0,-224.0,297645.74809918203,287161.7360808338,362691.7543696868,304875.64906375797,238122.88702902198,567139.1156665098,511197.2763823895,314706.5091970352,269191.67026775365,252108.12614682305,442490.5003472513,489543.72540407267,360054.08729093545,312408.0235984222,493750.72213961487
TOI 3718.01-0082R_65.fit,2023-10-13T05:10:42.780,2460230.7157729166,2460230.719930064,-90.95834445030141,-225.3896775838175,0.5215558023269428,707.9668579101562,1144.666692484738,1670.779091732008,-124.63878399790461,77.69922163301636,-92.0,-224.0,335703.7268214263,320435.0090557138,410320.7319428816,344099.32059600553,267800.34398933663,635417.8548998388,580208.8241868339,358271.10319056036,303371.1518041395,284130.6853614723,504597.11647983734,555367.7982189257,408350.4788414871,354086.65038463986,559659.586183165
TOI 3718.01-0083R_65.fit,2023-10-13T05:12:00.540,2460230.716672917,2460230.7208301304,-93.60718873151723,-230.40716021056915,0.5578292574570308,693.6094665527344,1141.8695384768573,1665.8460040653426,-124.63878399790461,77.69922163301636,-92.0,-232.0,345570.0404227256,334358.6382459407,421626.56931765063,356432.88485684723,276108.6173324778,665760.8716832623,596970.2181104699,367981.8216712399,310034.4113780537,302420.7244092396,516636.12788023055,569797.4408008988,416847.92845950415,361770.8625263531,589298.4691778799
TOI 3718.01-0084R_65.fit,2023-10-13T05:13:18.300,2460230.7175729168,2460230.7217301964,-94.94238945165921,-230.43299513232432,0.6178914965694347,583.4088134765625,1140.7418913722836,1665.869040008338,-155.85933576270241,77.79752969884998,-96.0,-232.0,394921.5774271516,379530.5781902297,480378.3334932122,404352.9514097865,311852.865761496,754318.5048181897,677041.176850616,419724.0862107789,352872.6532521916,340457.23727258295,588521.4989703216,652239.4125008632,474993.40050965874,414940.15244611335,672884.4588744894
TOI 3718.01-0085R_65.fit,2023-10-13T05:14:36.030,2460230.7184725697,2460230.722629915,-93.71422391703891,-233.256920648005,0.5587599787559147,590.4657287597656,1141.8163230263135,1662.969419963748,-155.85933576270241,77.79752969884998,-92.0,-232.0,393895.19756025646,375579.5170646252,479361.1921756656,401148.5471022517,312037.2307200126,750980.9906785397,677055.9852074769,417295.22141275153,350932.5294926084,339782.06566485367,588342.6204292532,648310.01950462,472140.0647933876,414334.98600914143,668910.5706467004
TOI 3718.01-0086R_65.fit,2023-10-13T05:15:53.790,2460230.7193725696,2460230.723529981,-89.55890936931746,-236.03326288599692,0.5381388876095872,593.8890380859375,1145.9171200089359,1660.105464630541,-155.85933576270241,77.79752969884998,-88.0,-236.0,395107.07666259364,378408.5456018742,483742.0292825673,406228.54083966254,315029.96231243695,756981.6074373671,685230.4420750766,422600.2110335046,356388.88542660617,340976.9307349147,594687.6674148852,653368.2092746677,477210.39597719285,418833.55148851284,673699.2567474039
TOI 3718.01-0087R_65.fit,2023-10-13T05:17:11.610,2460230.7202732638,2460230.724430741,-88.51557058827211,-238.678485142206,0.6089382008653977,779.6032409667969,1147.0147264508894,1657.6114603335232,-155.85064208193467,80.55845789059657,-88.0,-240.0,352071.4563307351,336571.9147570126,427173.21248416114,358445.81987107114,275949.80684452713,668998.511354146,600154.361151623,375634.1465232021,314922.96664069255,302579.54812471033,528247.1882288365,582251.9981334271,420483.48817520693,371701.27567211376,603600.9551058073
TOI 3718.01-0088R_65.fit,2023-10-13T05:18:29.320,2460230.7211726853,2460230.7253302285,-92.98474129537709,-242.09971768793662,0.756226167750795,2587.417236328125,1142.4908682912092,1653.8425665722864,-155.85064208193467,80.55845789059657,-92.0,-240.0,48796.60294131981,48586.31382738054,64190.83052403084,49114.09742393345,43772.46969131078,103119.85556371091,83111.65504627,51030.61133479141,45407.279004548676,51355.71669077547,65399.04129265854,75146.95916808955,61429.120913708815,49774.42544332566,89669.70347789256
